Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
'2010','Maryland','Liver and Intrahepatic Bile Duct','7.1','6.4','7.8','462','5788642'
'2010','Illinois','Liver and Intrahepatic Bile Duct','7.4','6.9','7.9','1026','12840762'
'2010','Florida','Liver and Intrahepatic Bile Duct','7.1','6.8','7.5','1772','18845785'
'2010','Colorado','Liver and Intrahepatic Bile Duct','7.4','6.7','8.2','393','5048281'
'2010','California','Liver and Intrahepatic Bile Duct','9.6','9.3','10','3686','37320903'
'2010','Alaska','Liver and Intrahepatic Bile Duct','8.7','6.3','11.6','56','713906'
'2011','District of Columbia','Liver and Intrahepatic Bile Duct','16.5','13.5','20.1','105','619602'
'2011','California','Liver and Intrahepatic Bile Duct','9.6','9.3','9.9','3789','37641823'
'2011','Arizona','Liver and Intrahepatic Bile Duct','8.1','7.4','8.7','602','6473497'
'2011','Washington','Liver and Intrahepatic Bile Duct','8.9','8.2','9.6','681','6821655'
'2011','Texas','Liver and Intrahepatic Bile Duct','11','10.6','11.4','2761','25646227'
'2011','Oregon','Liver and Intrahepatic Bile Duct','8.1','7.3','9','393','3871728'
'2011','Rhode Island','Liver and Intrahepatic Bile Duct','8.6','7','10.4','113','1053536'
'2011','New Mexico','Liver and Intrahepatic Bile Duct','8.9','7.7','10.2','217','2080395'
'2011','New York','Liver and Intrahepatic Bile Duct','8.4','8','8.8','1905','19498514'
'2011','Louisiana','Liver and Intrahepatic Bile Duct','7.8','7.1','8.6','411','4575184'
'2011','Hawaii','Liver and Intrahepatic Bile Duct','10.7','9.1','12.4','177','1379252'
'2011','Wyoming','Liver and Intrahepatic Bile Duct','5.2','3.5','7.4','33','567224'
'2011','West Virginia','Liver and Intrahepatic Bile Duct','6','5.1','7.1','152','1856074'
'2011','Arkansas','Liver and Intrahepatic Bile Duct','6','5.2','6.9','211','2940407'
'2011','Virginia','Liver and Intrahepatic Bile Duct','5.8','5.3','6.3','531','8100469'
'2011','Vermont','Liver and Intrahepatic Bile Duct','4.7','3.3','6.5','40','626979'
'2011','South Dakota','Liver and Intrahepatic Bile Duct','5.9','4.4','7.7','55','823484'
'2011','North Dakota','Liver and Intrahepatic Bile Duct','3.4','2.2','5','27','685136'
'2011','New Hampshire','Liver and Intrahepatic Bile Duct','5.3','4.2','6.6','92','1319815'
'2011','Nebraska','Liver and Intrahepatic Bile Duct','5.7','4.7','6.9','117','1840538'
'2011','Montana','Liver and Intrahepatic Bile Duct','4.6','3.5','6','62','997221'
'2011','Minnesota','Liver and Intrahepatic Bile Duct','4.4','3.9','5','269','5345668'
'2011','Maine','Liver and Intrahepatic Bile Duct','5.5','4.4','6.7','100','1328150'
'2011','Kansas','Liver and Intrahepatic Bile Duct','5.5','4.8','6.4','181','2869035'
'2011','Iowa','Liver and Intrahepatic Bile Duct','6.2','5.5','7.1','238','3066054'
'2011','Idaho','Liver and Intrahepatic Bile Duct','5.8','4.8','7.1','103','1583828'
'2011','Nevada','Liver and Intrahepatic Bile Duct','6.2','5.3','7.2','183','2712799'
'2011','Wisconsin','Liver and Intrahepatic Bile Duct','6.4','5.8','7','431','5704755'
'2011','Ohio','Liver and Intrahepatic Bile Duct','6.4','5.9','6.8','898','11543463'
'2011','Michigan','Liver and Intrahepatic Bile Duct','6.5','6','6.9','778','9881521'
'2011','Indiana','Liver and Intrahepatic Bile Duct','6.5','5.9','7.1','487','6516045'
'2011','Georgia','Liver and Intrahepatic Bile Duct','6.9','6.4','7.5','698','9801578'
'2011','Colorado','Liver and Intrahepatic Bile Duct','6.7','6','7.5','374','5121771'
'2011','Utah','Liver and Intrahepatic Bile Duct','6.6','5.6','7.7','156','2814216'
'2011','South Carolina','Liver and Intrahepatic Bile Duct','6.6','5.9','7.3','367','4671422'
'2011','Oklahoma','Liver and Intrahepatic Bile Duct','6.9','6.2','7.8','304','3787821'
'2011','Kentucky','Liver and Intrahepatic Bile Duct','6.9','6.2','7.7','360','4369488'
'2011','Illinois','Liver and Intrahepatic Bile Duct','6.8','6.4','7.3','980','12867291'
'2011','Florida','Liver and Intrahepatic Bile Duct','7.4','7','7.7','1890','19093352'
'2011','Delaware','Liver and Intrahepatic Bile Duct','7.7','6.2','9.6','87','907316'
'2011','Connecticut','Liver and Intrahepatic Bile Duct','7.6','6.7','8.4','329','3588023'
'2011','Alaska','Liver and Intrahepatic Bile Duct','7.6','5.6','10.2','56','722038'
'2011','Alabama','Liver and Intrahepatic Bile Duct','7','6.3','7.8','397','4798834'
'2011','Tennessee','Liver and Intrahepatic Bile Duct','7.5','6.9','8.2','572','6397410'
'2011','Pennsylvania','Liver and Intrahepatic Bile Duct','7.4','7','7.9','1229','12744583'
'2011','North Carolina','Liver and Intrahepatic Bile Duct','7.6','7.1','8.1','848','9656754'
'2011','New Jersey','Liver and Intrahepatic Bile Duct','7.2','6.7','7.8','755','8827783'
'2011','Mississippi','Liver and Intrahepatic Bile Duct','7.2','6.3','8.1','242','2978470'
'2011','Missouri','Liver and Intrahepatic Bile Duct','7.5','6.8','8.1','545','6009641'
'2011','Massachusetts','Liver and Intrahepatic Bile Duct','7.5','6.9','8.1','590','6613149'
'2011','Maryland','Liver and Intrahepatic Bile Duct','7.5','6.8','8.2','498','5838991'
'2012','Georgia','Liver and Intrahepatic Bile Duct','7.9','7.3','8.4','810','9901496'
'2012','Delaware','Liver and Intrahepatic Bile Duct','7.8','6.3','9.6','92','915188'
'2012','District of Columbia','Liver and Intrahepatic Bile Duct','14.6','11.8','18','95','634725'
'2012','Connecticut','Liver and Intrahepatic Bile Duct','8','7.1','8.9','355','3594395'
'2012','California','Liver and Intrahepatic Bile Duct','9.7','9.4','10','3913','37960782'
'2012','Alaska','Liver and Intrahepatic Bile Duct','9.2','7','11.9','68','730399'
'2012','Arizona','Liver and Intrahepatic Bile Duct','8.1','7.4','8.7','628','6556629'
'2012','Louisiana','Liver and Intrahepatic Bile Duct','9.4','8.6','10.3','501','4600814'
'2012','Hawaii','Liver and Intrahepatic Bile Duct','11.6','10','13.3','199','1394905'
'2012','Washington','Liver and Intrahepatic Bile Duct','9.1','8.4','9.8','741','6892876'
'2012','Texas','Liver and Intrahepatic Bile Duct','11.1','10.7','11.5','2901','26089620'
'2012','Oregon','Liver and Intrahepatic Bile Duct','9.2','8.3','10.1','460','3899118'
'2012','Rhode Island','Liver and Intrahepatic Bile Duct','7.8','6.3','9.5','102','1054601'
'2012','New Mexico','Liver and Intrahepatic Bile Duct','9.4','8.2','10.7','233','2087549'
'2012','New York','Liver and Intrahepatic Bile Duct','8.8','8.4','9.2','2047','19574549'
'2012','Mississippi','Liver and Intrahepatic Bile Duct','7.9','6.9','8.9','271','2983767'
'2012','Massachusetts','Liver and Intrahepatic Bile Duct','8.5','7.9','9.2','689','6663158'
'2012','Maryland','Liver and Intrahepatic Bile Duct','8.2','7.5','8.9','559','5887072'
'2012','Maine','Liver and Intrahepatic Bile Duct','5.7','4.6','7','101','1327691'
'2012','Idaho','Liver and Intrahepatic Bile Duct','6','4.9','7.2','108','1595441'
'2012','Wyoming','Liver and Intrahepatic Bile Duct','5','3.5','7.1','35','576270'
'2012','West Virginia','Liver and Intrahepatic Bile Duct','5.4','4.5','6.4','136','1856764'
'2012','Vermont','Liver and Intrahepatic Bile Duct','6.2','4.6','8.3','52','626063'
'2012','Virginia','Liver and Intrahepatic Bile Duct','6.2','5.7','6.7','583','8185229'
'2012','Utah','Liver and Intrahepatic Bile Duct','5.4','4.5','6.5','133','2853467'
'2012','South Dakota','Liver and Intrahepatic Bile Duct','5.2','3.9','6.9','53','833496'
'2012','North Dakota','Liver and Intrahepatic Bile Duct','3.9','2.7','5.4','34','701116'
'2012','Nebraska','Liver and Intrahepatic Bile Duct','5.6','4.6','6.7','123','1853323'
'2012','Montana','Liver and Intrahepatic Bile Duct','5','3.9','6.5','66','1003754'
'2012','New Hampshire','Liver and Intrahepatic Bile Duct','6.2','5','7.6','105','1323962'
'2012','Minnesota','Liver and Intrahepatic Bile Duct','6.3','5.7','7','402','5376550'
'2012','Iowa','Liver and Intrahepatic Bile Duct','6.3','5.6','7.2','242','3076097'
'2012','Alabama','Liver and Intrahepatic Bile Duct','6.9','6.2','7.6','399','4815564'
'2012','Kansas','Liver and Intrahepatic Bile Duct','6.9','6','7.8','230','2885361'
'2012','Wisconsin','Liver and Intrahepatic Bile Duct','6.5','5.9','7.1','447','5719855'
'2012','Ohio','Liver and Intrahepatic Bile Duct','6.7','6.3','7.2','974','11548369'
'2012','Nevada','Liver and Intrahepatic Bile Duct','6.6','5.7','7.6','211','2744566'
'2012','Michigan','Liver and Intrahepatic Bile Duct','6.9','6.4','7.4','866','9896930'
'2012','Florida','Liver and Intrahepatic Bile Duct','7.4','7','7.7','1937','19326230'
'2012','Colorado','Liver and Intrahepatic Bile Duct','7.1','6.4','7.9','406','5193721'
'2012','Arkansas','Liver and Intrahepatic Bile Duct','7.3','6.4','8.3','260','2952109'
'2012','Kentucky','Liver and Intrahepatic Bile Duct','7.6','6.9','8.5','396','4386381'
'2012','Indiana','Liver and Intrahepatic Bile Duct','7','6.4','7.7','546','6537640'
'2012','Illinois','Liver and Intrahepatic Bile Duct','7.3','6.8','7.7','1068','12884119'
'2012','South Carolina','Liver and Intrahepatic Bile Duct','7.6','6.9','8.4','439','4717112'
'2012','Tennessee','Liver and Intrahepatic Bile Duct','7.1','6.5','7.7','549','6451281'
'2012','Pennsylvania','Liver and Intrahepatic Bile Duct','7.7','7.2','8.1','1285','12766827'
'2012','Oklahoma','Liver and Intrahepatic Bile Duct','7.4','6.6','8.2','333','3818600'
'2012','North Carolina','Liver and Intrahepatic Bile Duct','7.7','7.1','8.2','881','9749123'
'2012','New Jersey','Liver and Intrahepatic Bile Duct','7.6','7.1','8.2','807','8845483'
'2012','Missouri','Liver and Intrahepatic Bile Duct','7.6','7','8.3','558','6024081'
'2013','New York','Liver and Intrahepatic Bile Duct','9','8.6','9.4','2125','19628043'
'2013','North Carolina','Liver and Intrahepatic Bile Duct','8.5','8','9.1','1002','9843599'
'2013','New Mexico','Liver and Intrahepatic Bile Duct','11.1','9.8','12.5','279','2092792'
'2013','Pennsylvania','Liver and Intrahepatic Bile Duct','8.1','7.7','8.5','1376','12776621'
'2013','Rhode Island','Liver and Intrahepatic Bile Duct','9.4','7.8','11.2','124','1055122'
'2013','Oregon','Liver and Intrahepatic Bile Duct','8.4','7.7','9.3','444','3922908'
'2013','Alaska','Liver and Intrahepatic Bile Duct','9.8','7.4','12.6','68','737045'
'2013','Washington','Liver and Intrahepatic Bile Duct','9.1','8.4','9.7','752','6962906'
'2013','Tennessee','Liver and Intrahepatic Bile Duct','8','7.4','8.6','638','6493432'
'2013','Texas','Liver and Intrahepatic Bile Duct','11.3','10.9','11.7','3054','26489464'
'2013','Nebraska','Liver and Intrahepatic Bile Duct','5.8','4.8','7','125','1865414'
'2013','Montana','Liver and Intrahepatic Bile Duct','5.8','4.6','7.3','82','1013564'
'2013','Maine','Liver and Intrahepatic Bile Duct','5.4','4.4','6.6','103','1328196'
'2013','Kansas','Liver and Intrahepatic Bile Duct','6.2','5.4','7.1','215','2893510'
'2013','Idaho','Liver and Intrahepatic Bile Duct','5.7','4.6','6.9','109','1611530'
'2013','North Dakota','Liver and Intrahepatic Bile Duct','3.1','2.1','4.6','29','721999'
'2013','New Hampshire','Liver and Intrahepatic Bile Duct','5.7','4.6','7','102','1326408'
'2013','Wyoming','Liver and Intrahepatic Bile Duct','4.9','3.4','6.9','37','582123'
'2013','Vermont','Liver and Intrahepatic Bile Duct','5.7','4.2','7.6','50','626212'
'2013','Utah','Liver and Intrahepatic Bile Duct','5.9','4.9','6.9','148','2897927'
'2013','Iowa','Liver and Intrahepatic Bile Duct','6.4','5.6','7.2','247','3093078'
'2013','Virginia','Liver and Intrahepatic Bile Duct','6.5','6','7','628','8253053'
'2013','Minnesota','Liver and Intrahepatic Bile Duct','6.8','6.1','7.5','437','5413693'
'2013','Michigan','Liver and Intrahepatic Bile Duct','6.8','6.3','7.2','862','9913349'
'2013','Colorado','Liver and Intrahepatic Bile Duct','6.8','6.1','7.5','396','5270482'
'2013','Arkansas','Liver and Intrahepatic Bile Duct','6.7','5.8','7.6','246','2959549'
'2013','Ohio','Liver and Intrahepatic Bile Duct','6.9','6.5','7.3','1005','11576576'
'2013','South Dakota','Liver and Intrahepatic Bile Duct','6.7','5.1','8.6','66','842270'
'2013','South Carolina','Liver and Intrahepatic Bile Duct','6.7','6','7.4','400','4764153'
'2013','Wisconsin','Liver and Intrahepatic Bile Duct','6.6','6','7.3','474','5736952'
'2013','Missouri','Liver and Intrahepatic Bile Duct','7.5','6.8','8.1','563','6040658'
'2013','Illinois','Liver and Intrahepatic Bile Duct','7.2','6.8','7.7','1069','12898269'
'2013','Indiana','Liver and Intrahepatic Bile Duct','7.1','6.5','7.7','553','6568367'
'2013','Florida','Liver and Intrahepatic Bile Duct','7.6','7.3','7.9','2065','19563166'
'2013','Connecticut','Liver and Intrahepatic Bile Duct','7.6','6.8','8.5','358','3594915'
'2013','Oklahoma','Liver and Intrahepatic Bile Duct','7.7','6.9','8.6','352','3853205'
'2013','New Jersey','Liver and Intrahepatic Bile Duct','7.7','7.2','8.2','827','8858362'
'2013','Nevada','Liver and Intrahepatic Bile Duct','7.2','6.2','8.2','232','2776972'
'2013','Alabama','Liver and Intrahepatic Bile Duct','7.5','6.8','8.3','453','4830460'
'2013','West Virginia','Liver and Intrahepatic Bile Duct','7','6','8.1','181','1853873'
'2013','Mississippi','Liver and Intrahepatic Bile Duct','8','7','9','283','2988797'
'2013','Maryland','Liver and Intrahepatic Bile Duct','9.1','8.4','9.8','632','5923704'
'2013','Massachusetts','Liver and Intrahepatic Bile Duct','8','7.4','8.6','658','6713944'
'2013','Kentucky','Liver and Intrahepatic Bile Duct','8.5','7.7','9.3','454','4404817'
'2013','Louisiana','Liver and Intrahepatic Bile Duct','9','8.2','9.8','490','4624577'
'2013','Hawaii','Liver and Intrahepatic Bile Duct','12.2','10.5','14','214','1408453'
'2013','District of Columbia','Liver and Intrahepatic Bile Duct','11.9','9.4','14.9','81','650431'
'2013','Georgia','Liver and Intrahepatic Bile Duct','7.7','7.2','8.3','842','9973326'
'2013','Delaware','Liver and Intrahepatic Bile Duct','10.3','8.5','12.3','124','923638'
'2013','California','Liver and Intrahepatic Bile Duct','10','9.7','10.3','4141','38280824'
'2013','Arizona','Liver and Intrahepatic Bile Duct','7.8','7.2','8.5','630','6634999'
'2014','Washington','Liver and Intrahepatic Bile Duct','8.8','8.2','9.5','753','7052439'
'2014','Texas','Liver and Intrahepatic Bile Duct','12','11.6','12.4','3336','26977142'
'2014','Tennessee','Liver and Intrahepatic Bile Duct','8','7.4','8.6','664','6540826'
'2014','South Carolina','Liver and Intrahepatic Bile Duct','8.5','7.8','9.3','528','4823793'
'2014','Pennsylvania','Liver and Intrahepatic Bile Duct','8.4','7.9','8.8','1442','12789101'
'2014','Rhode Island','Liver and Intrahepatic Bile Duct','8.4','6.9','10.1','116','1056017'
'2014','Oregon','Liver and Intrahepatic Bile Duct','9.6','8.8','10.5','512','3964106'
'2014','Oklahoma','Liver and Intrahepatic Bile Duct','8.9','8.1','9.8','417','3878367'
'2014','New York','Liver and Intrahepatic Bile Duct','9.1','8.8','9.5','2210','19656330'
'2014','North Carolina','Liver and Intrahepatic Bile Duct','8.5','7.9','9','1021','9933944'
'2014','New Mexico','Liver and Intrahepatic Bile Duct','9.7','8.5','11','251','2090342'
'2014','Mississippi','Liver and Intrahepatic Bile Duct','8.5','7.6','9.5','305','2990623'
'2014','Maryland','Liver and Intrahepatic Bile Duct','8.7','8','9.4','626','5958165'
'2014','Massachusetts','Liver and Intrahepatic Bile Duct','8','7.4','8.6','675','6763652'
'2014','Kentucky','Liver and Intrahepatic Bile Duct','9.2','8.4','10','501','4414483'
'2014','Louisiana','Liver and Intrahepatic Bile Duct','9.9','9.1','10.8','562','4644204'
'2014','Hawaii','Liver and Intrahepatic Bile Duct','11.5','9.9','13.2','206','1414862'
'2014','Idaho','Liver and Intrahepatic Bile Duct','8','6.8','9.4','157','1631479'
'2014','District of Columbia','Liver and Intrahepatic Bile Duct','11.7','9.3','14.5','83','662513'
'2014','Florida','Liver and Intrahepatic Bile Duct','7.9','7.6','8.2','2215','19860330'
'2014','Georgia','Liver and Intrahepatic Bile Duct','8.1','7.6','8.7','900','10069001'
'2014','Wyoming','Liver and Intrahepatic Bile Duct','5.5','3.9','7.5','42','582548'
'2014','Vermont','Liver and Intrahepatic Bile Duct','5.1','3.7','6.9','45','625218'
'2014','South Dakota','Liver and Intrahepatic Bile Duct','5.9','4.5','7.7','60','849088'
'2014','North Dakota','Liver and Intrahepatic Bile Duct','5.2','3.7','7','44','737382'
'2014','New Hampshire','Liver and Intrahepatic Bile Duct','5.5','4.4','6.7','99','1333223'
'2014','Nebraska','Liver and Intrahepatic Bile Duct','4.6','3.7','5.6','102','1879522'
'2014','Maine','Liver and Intrahepatic Bile Duct','5.7','4.6','6.9','111','1330760'
'2014','Kansas','Liver and Intrahepatic Bile Duct','6.1','5.3','7','213','2900896'
'2014','Minnesota','Liver and Intrahepatic Bile Duct','6.3','5.7','6.9','412','5451522'
'2014','Utah','Liver and Intrahepatic Bile Duct','6.7','5.7','7.8','170','2937399'
'2014','Ohio','Liver and Intrahepatic Bile Duct','6.9','6.5','7.3','1025','11602973'
'2014','Nevada','Liver and Intrahepatic Bile Duct','6.8','5.9','7.8','225','2819012'
'2014','Iowa','Liver and Intrahepatic Bile Duct','6.5','5.7','7.4','256','3109504'
'2014','Arkansas','Liver and Intrahepatic Bile Duct','7.4','6.5','8.4','270','2967726'
'2014','Alabama','Liver and Intrahepatic Bile Duct','7.2','6.5','7.9','443','4842481'
'2014','Wisconsin','Liver and Intrahepatic Bile Duct','7.2','6.6','7.9','517','5751974'
'2014','West Virginia','Liver and Intrahepatic Bile Duct','7','6','8.2','185','1849467'
'2014','Virginia','Liver and Intrahepatic Bile Duct','7.3','6.8','7.9','728','8312076'
'2014','New Jersey','Liver and Intrahepatic Bile Duct','7.7','7.1','8.2','846','8866780'
'2014','Missouri','Liver and Intrahepatic Bile Duct','7.6','6.9','8.2','584','6056293'
'2014','Montana','Liver and Intrahepatic Bile Duct','7.1','5.7','8.8','98','1021891'
'2014','Michigan','Liver and Intrahepatic Bile Duct','7','6.5','7.5','895','9930589'
'2014','Illinois','Liver and Intrahepatic Bile Duct','7.7','7.2','8.1','1172','12888962'
'2014','Indiana','Liver and Intrahepatic Bile Duct','7.5','6.9','8.1','593','6593533'
'2014','Colorado','Liver and Intrahepatic Bile Duct','8','7.3','8.8','488','5351218'
'2014','Connecticut','Liver and Intrahepatic Bile Duct','8.4','7.6','9.3','393','3594783'
'2014','Delaware','Liver and Intrahepatic Bile Duct','8.6','7','10.4','104','932596'
'2014','California','Liver and Intrahepatic Bile Duct','10.4','10.1','10.7','4452','38625139'
'2014','Alaska','Liver and Intrahepatic Bile Duct','9.2','6.9','11.9','65','736307'
'2014','Arizona','Liver and Intrahepatic Bile Duct','8.1','7.5','8.8','668','6733840'
'2015','Washington','Liver and Intrahepatic Bile Duct','9.2','8.5','9.8','803','7163543'
'2015','Virginia','Liver and Intrahepatic Bile Duct','8.3','7.7','8.9','834','8362907'
'2015','Tennessee','Liver and Intrahepatic Bile Duct','8.7','8.1','9.4','731','6590808'
'2015','Texas','Liver and Intrahepatic Bile Duct','11.9','11.5','12.3','3407','27486814'
'2015','Rhode Island','Liver and Intrahepatic Bile Duct','8.5','6.9','10.2','114','1056173'
'2015','South Carolina','Liver and Intrahepatic Bile Duct','8.3','7.6','9.1','544','4892253'
'2015','South Dakota','Liver and Intrahepatic Bile Duct','8.6','6.9','10.7','87','853933'
'2015','Oklahoma','Liver and Intrahepatic Bile Duct','8.5','7.7','9.4','403','3909831'
'2015','Oregon','Liver and Intrahepatic Bile Duct','9.8','9','10.7','529','4016918'
'2015','Pennsylvania','Liver and Intrahepatic Bile Duct','9','8.5','9.5','1559','12785759'
'2015','New York','Liver and Intrahepatic Bile Duct','9','8.6','9.4','2200','19661411'
'2015','North Carolina','Liver and Intrahepatic Bile Duct','8.7','8.2','9.2','1087','10033079'
'2015','New Mexico','Liver and Intrahepatic Bile Duct','11.6','10.3','13','301','2090211'
'2015','New Jersey','Liver and Intrahepatic Bile Duct','7.8','7.3','8.4','879','8870869'
'2015','Minnesota','Liver and Intrahepatic Bile Duct','8.1','7.4','8.8','536','5482503'
'2015','Mississippi','Liver and Intrahepatic Bile Duct','9.1','8.2','10.2','331','2988693'
'2015','Massachusetts','Liver and Intrahepatic Bile Duct','7.9','7.3','8.5','691','6795891'
'2015','Maryland','Liver and Intrahepatic Bile Duct','8.3','7.6','9','610','5986717'
'2015','Kentucky','Liver and Intrahepatic Bile Duct','8.8','8','9.7','492','4425999'
'2015','Louisiana','Liver and Intrahepatic Bile Duct','10.5','9.6','11.4','606','4664851'
'2015','Hawaii','Liver and Intrahepatic Bile Duct','11.3','9.8','13','214','1422484'
'2015','Idaho','Liver and Intrahepatic Bile Duct','8','6.8','9.4','162','1651523'
'2015','Illinois','Liver and Intrahepatic Bile Duct','8','7.6','8.5','1232','12864342'
'2015','Florida','Liver and Intrahepatic Bile Duct','8.3','7.9','8.6','2391','20224249'
'2015','Georgia','Liver and Intrahepatic Bile Duct','8.4','7.8','8.9','947','10181111'
'2015','Connecticut','Liver and Intrahepatic Bile Duct','8.4','7.6','9.3','408','3587509'
'2015','Delaware','Liver and Intrahepatic Bile Duct','7.8','6.3','9.5','100','941413'
'2015','District of Columbia','Liver and Intrahepatic Bile Duct','13.6','11','16.7','98','675254'
'2015','California','Liver and Intrahepatic Bile Duct','10.2','9.8','10.5','4455','38953142'
'2015','Arizona','Liver and Intrahepatic Bile Duct','8.1','7.5','8.7','696','6833596'
'2015','Alaska','Liver and Intrahepatic Bile Duct','8.5','6.4','11','67','737547'
'2015','Vermont','Liver and Intrahepatic Bile Duct','5.3','3.8','7.2','44','625197'
'2015','North Dakota','Liver and Intrahepatic Bile Duct','3.4','2.3','5','29','754022'
'2015','Nevada','Liver and Intrahepatic Bile Duct','6','5.2','6.9','211','2868666'
'2015','Nebraska','Liver and Intrahepatic Bile Duct','5.9','5','7.1','137','1891507'
'2015','Maine','Liver and Intrahepatic Bile Duct','5.7','4.7','6.9','116','1328484'
'2015','New Hampshire','Liver and Intrahepatic Bile Duct','6.6','5.4','8','122','1336294'
'2015','Montana','Liver and Intrahepatic Bile Duct','6.6','5.3','8.2','93','1030503'
'2015','Iowa','Liver and Intrahepatic Bile Duct','6.6','5.8','7.4','258','3121460'
'2015','Kansas','Liver and Intrahepatic Bile Duct','6.8','6','7.8','241','2909502'
'2015','Wyoming','Liver and Intrahepatic Bile Duct','7.7','5.8','10','61','585668'
'2015','Wisconsin','Liver and Intrahepatic Bile Duct','7.5','6.8','8.1','551','5761406'
'2015','West Virginia','Liver and Intrahepatic Bile Duct','7.6','6.6','8.8','205','1841996'
'2015','Utah','Liver and Intrahepatic Bile Duct','7.1','6.1','8.2','191','2982497'
'2015','Ohio','Liver and Intrahepatic Bile Duct','7.5','7','7.9','1125','11617850'
'2015','Missouri','Liver and Intrahepatic Bile Duct','7.7','7.1','8.3','603','6071745'
'2015','Michigan','Liver and Intrahepatic Bile Duct','7.1','6.7','7.6','924','9932573'
'2015','Indiana','Liver and Intrahepatic Bile Duct','7.1','6.5','7.7','581','6608296'
'2015','Colorado','Liver and Intrahepatic Bile Duct','7.5','6.8','8.3','473','5452107'
'2015','Arkansas','Liver and Intrahepatic Bile Duct','7.7','6.8','8.7','288','2978407'
'2015','Alabama','Liver and Intrahepatic Bile Duct','7.7','7.1','8.5','481','4853160'
'2016','California','Liver and Intrahepatic Bile Duct','9.5','9.2','9.8','4296','39209127'
'2016','Arkansas','Liver and Intrahepatic Bile Duct','9.2','8.3','10.3','353','2990410'
'2016','Arizona','Liver and Intrahepatic Bile Duct','8.1','7.5','8.7','717','6945452'
'2016','Alabama','Liver and Intrahepatic Bile Duct','8.4','7.7','9.2','528','4864745'
'2016','Alaska','Liver and Intrahepatic Bile Duct','9.3','7.1','11.9','71','741504'
'2016','Wyoming','Liver and Intrahepatic Bile Duct','5.8','4.2','8','44','584290'
'2016','Utah','Liver and Intrahepatic Bile Duct','5.8','5','6.8','160','3042613'
'2016','Vermont','Liver and Intrahepatic Bile Duct','5.6','4.1','7.6','47','623644'
'2016','North Dakota','Liver and Intrahepatic Bile Duct','5.3','3.8','7.2','45','754353'
'2016','Montana','Liver and Intrahepatic Bile Duct','6','4.8','7.5','91','1040863'
'2016','Nebraska','Liver and Intrahepatic Bile Duct','6','5','7.1','140','1905924'
'2016','Maine','Liver and Intrahepatic Bile Duct','5.4','4.4','6.5','109','1331370'
'2016','West Virginia','Liver and Intrahepatic Bile Duct','7.4','6.4','8.6','195','1830929'
'2016','Virginia','Liver and Intrahepatic Bile Duct','7.3','6.8','7.9','762','8410946'
'2016','South Dakota','Liver and Intrahepatic Bile Duct','7.2','5.7','9.1','77','862890'
'2016','Ohio','Liver and Intrahepatic Bile Duct','7.5','7','7.9','1154','11635003'
'2016','Minnesota','Liver and Intrahepatic Bile Duct','7.6','6.9','8.3','523','5523409'
'2016','Michigan','Liver and Intrahepatic Bile Duct','7.2','6.7','7.7','968','9951890'
'2016','Kansas','Liver and Intrahepatic Bile Duct','7.5','6.6','8.5','272','2911263'
'2016','Iowa','Liver and Intrahepatic Bile Duct','7.1','6.3','8','292','3131785'
'2016','Indiana','Liver and Intrahepatic Bile Duct','7.5','6.9','8.1','621','6633344'
'2016','Connecticut','Liver and Intrahepatic Bile Duct','7.3','6.5','8.1','353','3578674'
'2016','Colorado','Liver and Intrahepatic Bile Duct','7.1','6.5','7.9','460','5540921'
'2016','Wisconsin','Liver and Intrahepatic Bile Duct','7.8','7.2','8.5','583','5772958'
'2016','Washington','Liver and Intrahepatic Bile Duct','9.3','8.7','10','861','7294680'
'2016','Texas','Liver and Intrahepatic Bile Duct','11.7','11.3','12.1','3446','27937492'
'2016','Tennessee','Liver and Intrahepatic Bile Duct','8.6','8','9.2','733','6645011'
'2016','South Carolina','Liver and Intrahepatic Bile Duct','8.1','7.4','8.8','544','4958235'
'2016','Pennsylvania','Liver and Intrahepatic Bile Duct','8.6','8.1','9','1516','12783538'
'2016','Rhode Island','Liver and Intrahepatic Bile Duct','8.8','7.3','10.6','124','1057063'
'2016','Oregon','Liver and Intrahepatic Bile Duct','8.9','8.1','9.7','502','4091404'
'2016','Oklahoma','Liver and Intrahepatic Bile Duct','8','7.2','8.8','384','3926769'
'2016','New York','Liver and Intrahepatic Bile Duct','9.3','8.9','9.7','2318','19641589'
'2016','North Carolina','Liver and Intrahepatic Bile Duct','8.4','7.9','8.9','1090','10156679'
'2016','New Mexico','Liver and Intrahepatic Bile Duct','10.7','9.5','12.1','284','2092789'
'2016','Nevada','Liver and Intrahepatic Bile Duct','7.8','6.9','8.8','274','2919772'
'2016','New Hampshire','Liver and Intrahepatic Bile Duct','7.7','6.5','9.2','145','1342373'
'2016','New Jersey','Liver and Intrahepatic Bile Duct','8.1','7.6','8.6','911','8874516'
'2016','Missouri','Liver and Intrahepatic Bile Duct','8.1','7.4','8.7','641','6087203'
'2016','Mississippi','Liver and Intrahepatic Bile Duct','8.1','7.2','9.1','306','2988298'
'2016','Maryland','Liver and Intrahepatic Bile Duct','9.4','8.7','10.2','710','6004692'
'2016','Massachusetts','Liver and Intrahepatic Bile Duct','8.8','8.1','9.4','764','6826022'
'2016','Kentucky','Liver and Intrahepatic Bile Duct','7.9','7.2','8.7','451','4438229'
