Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
'2006','New Mexico','Lung and Bronchus','46.6','43.7','49.7','940','1962137'
'2006','Colorado','Lung and Bronchus','49.2','47','51.4','2032','4720423'
'2006','Hawaii','Lung and Bronchus','52.3','48.6','56.2','757','1309731'
'2006','Wyoming','Lung and Bronchus','50.7','44.8','57.2','272','522667'
'2006','Nebraska','Lung and Bronchus','63.7','60.1','67.4','1203','1772693'
'2006','Montana','Lung and Bronchus','66.3','61.5','71.4','718','952692'
'2006','New Jersey','Lung and Bronchus','66.1','64.5','67.8','6137','8661679'
'2006','New York','Lung and Bronchus','65.3','64.2','66.5','13349','19104631'
'2006','Oregon','Lung and Bronchus','67.4','64.8','70','2688','3670883'
'2006','South Dakota','Lung and Bronchus','62.1','57','67.6','546','783033'
'2006','Texas','Lung and Bronchus','65','63.9','66.1','12924','23359580'
'2006','Washington','Lung and Bronchus','67.4','65.3','69.5','4178','6370753'
'2006','Wisconsin','Lung and Bronchus','64.4','62.4','66.5','3832','5577655'
'2006','Alabama','Lung and Bronchus','75.3','73','77.8','3828','4628981'
'2006','Alaska','Lung and Bronchus','76.5','68.1','85.5','351','675302'
'2006','Arkansas','Lung and Bronchus','78.5','75.5','81.7','2499','2821761'
'2006','Connecticut','Lung and Bronchus','69.3','66.7','72','2714','3517460'
'2006','Delaware','Lung and Bronchus','86','80.2','92.2','815','859268'
'2006','Florida','Lung and Bronchus','70.9','69.8','72','16485','18166990'
'2006','Georgia','Lung and Bronchus','73.4','71.5','75.4','5874','9155813'
'2006','Illinois','Lung and Bronchus','73.6','72.1','75.1','9280','12643955'
'2006','Iowa','Lung and Bronchus','69.2','66.4','72','2389','2982644'
'2006','Indiana','Lung and Bronchus','83.1','80.8','85.3','5379','6332669'
'2006','Kentucky','Lung and Bronchus','102','99','105','4591','4219239'
'2006','Louisiana','Lung and Bronchus','78.7','76','81.4','3421','4302665'
'2006','Maryland','Lung and Bronchus','68.2','66','70.4','3786','5627367'
'2006','Maine','Lung and Bronchus','80.8','76.4','85.4','1281','1323619'
'2006','Massachusetts','Lung and Bronchus','72.6','70.6','74.7','5073','6410084'
'2006','Michigan','Lung and Bronchus','74.7','73','76.3','7889','10036081'
'2006','Mississippi','Lung and Bronchus','79.5','76.3','82.7','2360','2904978'
'2006','Missouri','Lung and Bronchus','82','79.8','84.2','5231','5842704'
'2006','New Hampshire','Lung and Bronchus','70.9','66.5','75.5','982','1308389'
'2006','Nevada','Lung and Bronchus','75','71.5','78.6','1788','2522658'
'2006','North Carolina','Lung and Bronchus','77.1','75.3','78.9','7091','8917270'
'2006','Oklahoma','Lung and Bronchus','82.4','79.6','85.4','3200','3594090'
'2006','Ohio','Lung and Bronchus','76.7','75.1','78.2','9657','11481213'
'2006','Rhode Island','Lung and Bronchus','71.5','66.8','76.6','853','1063096'
'2006','Pennsylvania','Lung and Bronchus','70.6','69.3','72','10644','12510809'
'2006','South Carolina','Lung and Bronchus','74.4','71.9','76.9','3478','4357847'
'2006','Tennessee','Lung and Bronchus','83.1','80.9','85.4','5411','6088766'
'2006','Vermont','Lung and Bronchus','81.7','75','88.8','570','622892'
'2006','Virginia','Lung and Bronchus','68.4','66.5','70.3','5155','7673725'
'2006','West Virginia','Lung and Bronchus','91.5','87.6','95.5','2099','1827912'
'2006','Arizona','Lung and Bronchus','56.2','54.4','58.1','3533','6029141'
'2006','California','Lung and Bronchus','54.2','53.4','55','17604','36021202'
'2006','Idaho','Lung and Bronchus','56.4','52.5','60.5','796','1468669'
'2006','Minnesota','Lung and Bronchus','55.8','53.8','57.9','2903','5163555'
'2006','North Dakota','Lung and Bronchus','55','49.8','60.7','404','649422'
'2006','District of Columbia','Lung and Bronchus','63.6','57.1','70.6','353','570681'
'2006','Kansas','Lung and Bronchus','65.6','62.6','68.6','1894','2762931'
'2007','Utah','Lung and Bronchus','28.6','26.2','31.1','551','2597746'
'2007','New Mexico','Lung and Bronchus','47.5','44.5','50.6','980','1990070'
'2007','Wyoming','Lung and Bronchus','49.5','43.7','55.8','272','534876'
'2007','Colorado','Lung and Bronchus','51.3','49.1','53.5','2202','4803868'
'2007','Hawaii','Lung and Bronchus','52.7','49.1','56.6','794','1315675'
'2007','Nebraska','Lung and Bronchus','67.3','63.6','71.1','1291','1783440'
'2007','New York','Lung and Bronchus','65.4','64.3','66.5','13543','19132335'
'2007','New Jersey','Lung and Bronchus','65.7','64.1','67.4','6158','8677885'
'2007','Oregon','Lung and Bronchus','64.6','62.1','67.1','2646','3722417'
'2007','South Dakota','Lung and Bronchus','61.9','56.8','67.3','558','791623'
'2007','Texas','Lung and Bronchus','64.8','63.7','65.9','13249','23831983'
'2007','Washington','Lung and Bronchus','62','60.1','64','3963','6461587'
'2007','Virginia','Lung and Bronchus','66','64.2','67.9','5079','7751000'
'2007','Wisconsin','Lung and Bronchus','63.1','61.1','65.2','3822','5610775'
'2007','District of Columbia','Lung and Bronchus','60.5','54.2','67.5','336','574404'
'2007','Kansas','Lung and Bronchus','65.5','62.6','68.5','1929','2783785'
'2007','Maryland','Lung and Bronchus','67.3','65.1','69.5','3786','5653408'
'2007','Montana','Lung and Bronchus','66.2','61.5','71.2','748','964706'
'2007','New Hampshire','Lung and Bronchus','70.8','66.4','75.4','999','1312540'
'2007','Nevada','Lung and Bronchus','70.4','67.1','73.9','1739','2601072'
'2007','North Carolina','Lung and Bronchus','75.6','73.9','77.4','7198','9118037'
'2007','Ohio','Lung and Bronchus','74.9','73.4','76.4','9569','11500468'
'2007','Oklahoma','Lung and Bronchus','81.9','79.1','84.8','3227','3634349'
'2007','Pennsylvania','Lung and Bronchus','71.1','69.8','72.5','10851','12563937'
'2007','Rhode Island','Lung and Bronchus','76.7','71.8','81.9','925','1057315'
'2007','South Carolina','Lung and Bronchus','75','72.6','77.5','3608','4444110'
'2007','Tennessee','Lung and Bronchus','79.3','77.1','81.5','5294','6175727'
'2007','Vermont','Lung and Bronchus','72.4','66.2','79','522','623481'
'2007','West Virginia','Lung and Bronchus','87.7','83.9','91.7','2033','1834052'
'2007','Alabama','Lung and Bronchus','74.8','72.5','77.2','3868','4672840'
'2007','Alaska','Lung and Bronchus','68.7','60.9','77.2','330','680300'
'2007','Arkansas','Lung and Bronchus','84.1','80.9','87.3','2705','2848650'
'2007','Delaware','Lung and Bronchus','76.3','70.9','82','745','871749'
'2007','Connecticut','Lung and Bronchus','67.7','65.2','70.4','2693','3527270'
'2007','Georgia','Lung and Bronchus','74.4','72.5','76.3','6148','9349988'
'2007','Florida','Lung and Bronchus','69.3','68.2','70.4','16417','18367842'
'2007','Illinois','Lung and Bronchus','73.1','71.7','74.7','9364','12695866'
'2007','Indiana','Lung and Bronchus','80.5','78.3','82.7','5337','6379599'
'2007','Iowa','Lung and Bronchus','68.8','66.1','71.7','2416','2999212'
'2007','Kentucky','Lung and Bronchus','99.7','96.8','102.6','4612','4256672'
'2007','Maine','Lung and Bronchus','78.8','74.5','83.2','1291','1327040'
'2007','Louisiana','Lung and Bronchus','77.4','74.8','80.1','3450','4375581'
'2007','Michigan','Lung and Bronchus','75.9','74.3','77.6','8154','10001284'
'2007','Massachusetts','Lung and Bronchus','71.8','69.8','73.8','5071','6431559'
'2007','Mississippi','Lung and Bronchus','83.4','80.1','86.7','2522','2928350'
'2007','Missouri','Lung and Bronchus','78.5','76.3','80.7','5091','5887612'
'2007','North Dakota','Lung and Bronchus','55.1','49.8','60.8','408','652822'
'2007','Arizona','Lung and Bronchus','56.4','54.5','58.2','3642','6167681'
'2007','California','Lung and Bronchus','52.8','52','53.6','17459','36250311'
'2007','Idaho','Lung and Bronchus','56.4','52.6','60.4','823','1505105'
'2007','Minnesota','Lung and Bronchus','57.9','55.9','60','3060','5207203'
'2008','Utah','Lung and Bronchus','25.5','23.4','27.9','513','2663029'
'2008','New Mexico','Lung and Bronchus','45.6','42.7','48.6','970','2010662'
'2008','Hawaii','Lung and Bronchus','52.7','49.1','56.5','809','1332213'
'2008','California','Lung and Bronchus','51','50.2','51.8','17331','36604337'
'2008','Colorado','Lung and Bronchus','51.4','49.3','53.6','2283','4889730'
'2008','Wyoming','Lung and Bronchus','52.9','47','59.4','302','546043'
'2008','District of Columbia','Lung and Bronchus','58.8','52.6','65.7','329','580236'
'2008','Idaho','Lung and Bronchus','56.1','52.3','60','849','1534320'
'2008','Minnesota','Lung and Bronchus','56.6','54.6','58.7','3077','5247018'
'2008','Oregon','Lung and Bronchus','65.7','63.2','68.2','2760','3768748'
'2008','South Dakota','Lung and Bronchus','61.1','56.1','66.4','555','799124'
'2008','Texas','Lung and Bronchus','63.8','62.7','64.9','13442','24309039'
'2008','Vermont','Lung and Bronchus','68','62.1','74.4','496','624151'
'2008','Virginia','Lung and Bronchus','67.9','66.1','69.8','5354','7833496'
'2008','West Virginia','Lung and Bronchus','90.6','86.7','94.5','2141','1840310'
'2008','Delaware','Lung and Bronchus','77','71.7','82.7','773','883874'
'2008','Georgia','Lung and Bronchus','73','71.1','74.8','6237','9504843'
'2008','Florida','Lung and Bronchus','69.4','68.3','70.4','16807','18527305'
'2008','Illinois','Lung and Bronchus','72.1','70.6','73.6','9398','12747038'
'2008','Indiana','Lung and Bronchus','80.4','78.3','82.6','5442','6424806'
'2008','Iowa','Lung and Bronchus','69.1','66.3','71.9','2444','3016734'
'2008','Kentucky','Lung and Bronchus','101.9','99','104.8','4806','4289878'
'2008','Maine','Lung and Bronchus','76.9','72.7','81.3','1282','1330509'
'2008','Louisiana','Lung and Bronchus','77.2','74.6','79.8','3515','4435586'
'2008','Michigan','Lung and Bronchus','72','70.4','73.6','7871','9946889'
'2008','Massachusetts','Lung and Bronchus','72.1','70.1','74.1','5183','6468967'
'2008','Mississippi','Lung and Bronchus','85.2','82','88.6','2613','2947806'
'2008','Missouri','Lung and Bronchus','78','75.8','80.1','5164','5923916'
'2008','Nevada','Lung and Bronchus','70.9','67.5','74.3','1797','2653630'
'2008','New Hampshire','Lung and Bronchus','71.2','66.9','75.7','1034','1315906'
'2008','Ohio','Lung and Bronchus','74.9','73.4','76.5','9750','11515391'
'2008','North Carolina','Lung and Bronchus','74.4','72.6','76.1','7319','9309449'
'2008','Pennsylvania','Lung and Bronchus','69.5','68.2','70.9','10756','12612285'
'2008','Oklahoma','Lung and Bronchus','81','78.3','83.9','3267','3668976'
'2008','South Carolina','Lung and Bronchus','72','69.7','74.5','3596','4528996'
'2008','Rhode Island','Lung and Bronchus','75.3','70.4','80.4','920','1055003'
'2008','Tennessee','Lung and Bronchus','79.4','77.3','81.6','5467','6247411'
'2008','Alaska','Lung and Bronchus','71.7','63.7','80.3','349','687455'
'2008','Alabama','Lung and Bronchus','78.2','75.9','80.7','4130','4718206'
'2008','Arkansas','Lung and Bronchus','81.4','78.3','84.5','2687','2874554'
'2008','North Dakota','Lung and Bronchus','53','47.9','58.5','402','657569'
'2008','Arizona','Lung and Bronchus','54.8','53.1','56.7','3645','6280362'
'2008','Washington','Lung and Bronchus','64.4','62.4','66.4','4215','6562231'
'2008','Wisconsin','Lung and Bronchus','63.6','61.7','65.7','3946','5640996'
'2008','Connecticut','Lung and Bronchus','67.2','64.7','69.8','2713','3545579'
'2008','Kansas','Lung and Bronchus','64.6','61.8','67.6','1926','2808076'
'2008','Maryland','Lung and Bronchus','67.1','65','69.3','3864','5684965'
'2008','Nebraska','Lung and Bronchus','62.8','59.3','66.5','1215','1796378'
'2008','Montana','Lung and Bronchus','61.2','56.7','66','706','976415'
'2008','New York','Lung and Bronchus','65.5','64.4','66.6','13751','19212436'
'2008','New Jersey','Lung and Bronchus','64.7','63.1','66.3','6158','8711090'
'2009','Utah','Lung and Bronchus','30.3','28','32.8','627','2723421'
'2009','New Mexico','Lung and Bronchus','44.1','41.3','47','966','2036802'
'2009','Wyoming','Lung and Bronchus','52.4','46.6','58.7','306','559851'
'2009','California','Lung and Bronchus','52','51.2','52.8','18054','36961229'
'2009','Colorado','Lung and Bronchus','49.1','47.1','51.2','2249','4972195'
'2009','Hawaii','Lung and Bronchus','48.8','45.3','52.4','769','1346717'
'2009','Idaho','Lung and Bronchus','52.3','48.7','56.1','813','1554439'
'2009','Connecticut','Lung and Bronchus','65.4','62.9','68','2668','3561807'
'2009','District of Columbia','Lung and Bronchus','63.4','56.9','70.3','363','592228'
'2009','Kansas','Lung and Bronchus','63.6','60.8','66.5','1941','2832704'
'2009','Maryland','Lung and Bronchus','62.7','60.6','64.7','3708','5730388'
'2009','Montana','Lung and Bronchus','61.5','57','66.2','724','983982'
'2009','Nevada','Lung and Bronchus','65.3','62.1','68.5','1730','2684665'
'2009','New Jersey','Lung and Bronchus','62.1','60.6','63.7','6027','8755602'
'2009','New York','Lung and Bronchus','64.3','63.2','65.4','13701','19307066'
'2009','Oregon','Lung and Bronchus','63.8','61.4','66.3','2735','3808600'
'2009','Texas','Lung and Bronchus','59.5','58.5','60.6','12921','24801761'
'2009','Virginia','Lung and Bronchus','67.2','65.4','69','5448','7925937'
'2009','Washington','Lung and Bronchus','63.8','61.9','65.7','4323','6667426'
'2009','West Virginia','Lung and Bronchus','85.3','81.6','89.2','2046','1847775'
'2009','Alabama','Lung and Bronchus','75.4','73','77.7','4052','4757938'
'2009','Alaska','Lung and Bronchus','73','65.1','81.6','369','698895'
'2009','Arkansas','Lung and Bronchus','76.8','73.8','79.9','2575','2896843'
'2009','Delaware','Lung and Bronchus','73.1','67.9','78.6','746','891730'
'2009','Florida','Lung and Bronchus','68.1','67','69.1','16858','18652644'
'2009','Georgia','Lung and Bronchus','72','70.2','73.9','6322','9620846'
'2009','Iowa','Lung and Bronchus','68.5','65.8','71.3','2472','3032870'
'2009','Indiana','Lung and Bronchus','78.1','76','80.3','5393','6459325'
'2009','Illinois','Lung and Bronchus','72.9','71.4','74.3','9617','12796778'
'2009','Louisiana','Lung and Bronchus','74.6','72.1','77.2','3484','4491648'
'2009','Kentucky','Lung and Bronchus','99','96.2','101.9','4752','4317074'
'2009','Massachusetts','Lung and Bronchus','71','69.1','73','5198','6517613'
'2009','Maine','Lung and Bronchus','79','74.8','83.4','1339','1329590'
'2009','Michigan','Lung and Bronchus','69.9','68.4','71.5','7788','9901591'
'2009','Missouri','Lung and Bronchus','79.8','77.7','82','5377','5961088'
'2009','Mississippi','Lung and Bronchus','79.5','76.4','82.8','2496','2958774'
'2009','New Hampshire','Lung and Bronchus','69.9','65.6','74.3','1038','1316102'
'2009','North Carolina','Lung and Bronchus','74.2','72.6','76','7519','9449566'
'2009','Ohio','Lung and Bronchus','75.9','74.4','77.4','10002','11528896'
'2009','Oklahoma','Lung and Bronchus','74.1','71.4','76.8','3022','3717572'
'2009','Rhode Island','Lung and Bronchus','74.9','70','80','910','1053646'
'2009','Pennsylvania','Lung and Bronchus','69.3','68','70.6','10836','12666858'
'2009','South Carolina','Lung and Bronchus','73.4','71.1','75.9','3751','4589872'
'2009','Tennessee','Lung and Bronchus','80.8','78.7','82.9','5682','6306019'
'2009','Vermont','Lung and Bronchus','72.2','66.1','78.8','533','624817'
'2009','Arizona','Lung and Bronchus','56.9','55.2','58.8','3901','6343154'
'2009','Minnesota','Lung and Bronchus','57.3','55.3','59.3','3184','5281203'
'2009','Nebraska','Lung and Bronchus','58.1','54.8','61.6','1155','1812683'
'2009','North Dakota','Lung and Bronchus','54.5','49.3','60.1','420','664968'
'2009','South Dakota','Lung and Bronchus','58.7','53.8','63.9','546','807067'
'2009','Wisconsin','Lung and Bronchus','60.9','59','62.9','3848','5669264'
'2010','Utah','Lung and Bronchus','27.6','25.3','29.9','582','2775334'
'2010','Colorado','Lung and Bronchus','46.7','44.7','48.7','2199','5048281'
'2010','Hawaii','Lung and Bronchus','45.5','42.2','49','732','1363963'
'2010','New Mexico','Lung and Bronchus','42.9','40.2','45.7','962','2064588'
'2010','Idaho','Lung and Bronchus','52.3','48.8','56','838','1570773'
'2010','Arizona','Lung and Bronchus','51.9','50.2','53.6','3676','6407774'
'2010','California','Lung and Bronchus','48.6','47.9','49.4','17332','37320903'
'2010','Wyoming','Lung and Bronchus','51.2','45.5','57.5','304','564483'
'2010','Delaware','Lung and Bronchus','70.6','65.6','76','741','899595'
'2010','Indiana','Lung and Bronchus','75.7','73.7','77.8','5309','6490436'
'2010','Illinois','Lung and Bronchus','69.2','67.8','70.7','9291','12840762'
'2010','Kentucky','Lung and Bronchus','100.7','97.9','103.6','4914','4348200'
'2010','Maine','Lung and Bronchus','74.4','70.3','78.6','1290','1327632'
'2010','Louisiana','Lung and Bronchus','73.8','71.3','76.3','3503','4544532'
'2010','Michigan','Lung and Bronchus','71.5','69.9','73.1','8100','9877535'
'2010','Missouri','Lung and Bronchus','75.7','73.6','77.8','5214','5995976'
'2010','Mississippi','Lung and Bronchus','77.3','74.2','80.4','2474','2970536'
'2010','New Hampshire','Lung and Bronchus','70.5','66.3','75','1078','1316777'
'2010','North Carolina','Lung and Bronchus','72.8','71.1','74.5','7550','9574293'
'2010','Ohio','Lung and Bronchus','72.8','71.3','74.2','9766','11539327'
'2010','Oklahoma','Lung and Bronchus','70.5','67.9','73.1','2943','3759632'
'2010','Rhode Island','Lung and Bronchus','68.1','63.5','73','841','1053938'
'2010','Tennessee','Lung and Bronchus','78.6','76.6','80.8','5633','6355301'
'2010','South Carolina','Lung and Bronchus','70','67.7','72.3','3706','4635656'
'2010','Vermont','Lung and Bronchus','71.8','65.8','78.2','545','625880'
'2010','West Virginia','Lung and Bronchus','80.5','76.9','84.2','1953','1854214'
'2010','Alaska','Lung and Bronchus','68.5','61','76.6','363','713906'
'2010','Alabama','Lung and Bronchus','73.2','71','75.6','4038','4785448'
'2010','Arkansas','Lung and Bronchus','76.7','73.8','79.7','2630','2921978'
'2010','Minnesota','Lung and Bronchus','57','55.1','59.1','3225','5310843'
'2010','Montana','Lung and Bronchus','58.2','53.9','62.8','695','990722'
'2010','New Jersey','Lung and Bronchus','58.9','57.4','60.5','5781','8799624'
'2010','North Dakota','Lung and Bronchus','56.5','51.2','62.1','440','674710'
'2010','Texas','Lung and Bronchus','58.4','57.4','59.4','13050','25242679'
'2010','Connecticut','Lung and Bronchus','63.6','61.2','66.1','2659','3579125'
'2010','District of Columbia','Lung and Bronchus','60.7','54.5','67.6','353','605085'
'2010','Florida','Lung and Bronchus','66.3','65.3','67.3','16799','18845785'
'2010','Georgia','Lung and Bronchus','66.6','64.9','68.4','6077','9711810'
'2010','Kansas','Lung and Bronchus','60.1','57.4','63','1863','2858213'
'2010','Iowa','Lung and Bronchus','66.2','63.6','69','2401','3050767'
'2010','Maryland','Lung and Bronchus','60.9','58.9','62.9','3672','5788642'
'2010','Massachusetts','Lung and Bronchus','66.5','64.6','68.4','4953','6566431'
'2010','Nevada','Lung and Bronchus','62.2','59.2','65.3','1672','2702464'
'2010','Nebraska','Lung and Bronchus','61','57.6','64.5','1227','1829536'
'2010','New York','Lung and Bronchus','62.3','61.3','63.4','13491','19400080'
'2010','Oregon','Lung and Bronchus','59.2','56.9','61.6','2614','3837532'
'2010','Pennsylvania','Lung and Bronchus','67.3','66.1','68.7','10654','12711158'
'2010','South Dakota','Lung and Bronchus','61.8','56.8','67.1','583','816165'
'2010','Washington','Lung and Bronchus','63.6','61.7','65.6','4414','6742902'
'2010','Virginia','Lung and Bronchus','63.6','61.8','65.3','5282','8023680'
'2010','Wisconsin','Lung and Bronchus','63.7','61.8','65.7','4083','5690479'
'2011','Utah','Lung and Bronchus','29.9','27.6','32.3','657','2814216'
'2011','California','Lung and Bronchus','45.7','45','46.4','16730','37641823'
'2011','Colorado','Lung and Bronchus','45.5','43.6','47.5','2220','5121771'
'2011','New Mexico','Lung and Bronchus','42.5','39.8','45.3','980','2080395'
'2011','Idaho','Lung and Bronchus','52.4','48.9','56.1','860','1583828'
'2011','Hawaii','Lung and Bronchus','47.1','43.7','50.6','765','1379252'
'2011','Wyoming','Lung and Bronchus','47.2','41.8','53.2','285','567224'
'2011','Arizona','Lung and Bronchus','53','51.3','54.7','3867','6473497'
'2011','District of Columbia','Lung and Bronchus','57.4','51.3','63.9','339','619602'
'2011','Wisconsin','Lung and Bronchus','62.8','60.9','64.8','4128','5704755'
'2011','Alabama','Lung and Bronchus','71.9','69.7','74.2','4018','4798834'
'2011','Arkansas','Lung and Bronchus','77.6','74.6','80.6','2694','2940407'
'2011','Delaware','Lung and Bronchus','76.5','71.2','82','820','907316'
'2011','Georgia','Lung and Bronchus','67.5','65.8','69.2','6294','9801578'
'2011','Illinois','Lung and Bronchus','68.4','67','69.9','9384','12867291'
'2011','Indiana','Lung and Bronchus','75.9','73.9','78','5425','6516045'
'2011','Kentucky','Lung and Bronchus','95.5','92.8','98.3','4755','4369488'
'2011','Louisiana','Lung and Bronchus','70.9','68.5','73.4','3441','4575184'
'2011','Maine','Lung and Bronchus','69.8','65.9','73.9','1229','1328150'
'2011','Michigan','Lung and Bronchus','69','67.4','70.5','7969','9881521'
'2011','Missouri','Lung and Bronchus','76.3','74.3','78.4','5311','6009641'
'2011','Mississippi','Lung and Bronchus','74.9','71.9','78','2449','2978470'
'2011','New Hampshire','Lung and Bronchus','70.6','66.4','75','1093','1319815'
'2011','North Carolina','Lung and Bronchus','70.3','68.7','72','7503','9656754'
'2011','Oklahoma','Lung and Bronchus','72.9','70.3','75.6','3085','3787821'
'2011','Ohio','Lung and Bronchus','72.4','70.9','73.8','9829','11543463'
'2011','Tennessee','Lung and Bronchus','76.2','74.2','78.3','5595','6397410'
'2011','South Carolina','Lung and Bronchus','68.9','66.6','71.2','3724','4671422'
'2011','Vermont','Lung and Bronchus','67.9','62.1','74.2','528','626979'
'2011','West Virginia','Lung and Bronchus','83.4','79.8','87.2','2044','1856074'
'2011','Minnesota','Lung and Bronchus','53.8','51.9','55.8','3142','5345668'
'2011','Nebraska','Lung and Bronchus','57.7','54.4','61.1','1177','1840538'
'2011','South Dakota','Lung and Bronchus','58.3','53.4','63.4','556','823484'
'2011','Texas','Lung and Bronchus','55.4','54.5','56.4','12829','25646227'
'2011','Alaska','Lung and Bronchus','66.6','59.3','74.5','355','722038'
'2011','Connecticut','Lung and Bronchus','63','60.6','65.5','2652','3588023'
'2011','Florida','Lung and Bronchus','63.2','62.3','64.2','16474','19093352'
'2011','Iowa','Lung and Bronchus','63.9','61.3','66.6','2367','3066054'
'2011','Kansas','Lung and Bronchus','60.8','58.1','63.7','1916','2869035'
'2011','Maryland','Lung and Bronchus','60.2','58.2','62.2','3723','5838991'
'2011','Massachusetts','Lung and Bronchus','66.5','64.6','68.4','5029','6613149'
'2011','Montana','Lung and Bronchus','60.8','56.4','65.5','742','997221'
'2011','New Jersey','Lung and Bronchus','60.1','58.5','61.6','5996','8827783'
'2011','Nevada','Lung and Bronchus','62.8','59.8','65.9','1749','2712799'
'2011','New York','Lung and Bronchus','62.6','61.6','63.7','13807','19498514'
'2011','North Dakota','Lung and Bronchus','60.5','55.1','66.3','481','685136'
'2011','Rhode Island','Lung and Bronchus','66.6','62.1','71.4','836','1053536'
'2011','Pennsylvania','Lung and Bronchus','67.3','66','68.6','10764','12744583'
'2011','Oregon','Lung and Bronchus','62.2','59.9','64.6','2790','3871728'
'2011','Virginia','Lung and Bronchus','60.8','59.1','62.5','5177','8100469'
'2011','Washington','Lung and Bronchus','60.2','58.4','62.1','4301','6821655'
'2012','Utah','Lung and Bronchus','30.8','28.5','33.2','698','2853467'
'2012','New Mexico','Lung and Bronchus','41.3','38.7','44','985','2087549'
'2012','California','Lung and Bronchus','45.2','44.5','45.9','16945','37960782'
'2012','Colorado','Lung and Bronchus','45.7','43.8','47.7','2331','5193721'
'2012','Hawaii','Lung and Bronchus','45.6','42.4','49','780','1394905'
'2012','Wyoming','Lung and Bronchus','48.5','43.1','54.4','309','576270'
'2012','Arizona','Lung and Bronchus','50.8','49.1','52.4','3840','6556629'
'2012','Washington','Lung and Bronchus','60.1','58.3','62','4413','6892876'
'2012','Virginia','Lung and Bronchus','62.3','60.6','64','5484','8185229'
'2012','Vermont','Lung and Bronchus','65.2','59.7','71.2','535','626063'
'2012','Wisconsin','Lung and Bronchus','60.9','59','62.8','4086','5719855'
'2012','Alaska','Lung and Bronchus','60.7','53.9','68','349','730399'
'2012','Connecticut','Lung and Bronchus','61.6','59.3','64.1','2667','3594395'
'2012','Florida','Lung and Bronchus','63.6','62.6','64.6','17045','19326230'
'2012','District of Columbia','Lung and Bronchus','61.8','55.6','68.4','384','634725'
'2012','Illinois','Lung and Bronchus','67','65.6','68.4','9360','12884119'
'2012','Iowa','Lung and Bronchus','63.4','60.8','66','2372','3076097'
'2012','Missouri','Lung and Bronchus','76.7','74.7','78.8','5488','6024081'
'2012','Mississippi','Lung and Bronchus','76.3','73.3','79.4','2538','2983767'
'2012','North Carolina','Lung and Bronchus','70.1','68.5','71.7','7714','9749123'
'2012','Oklahoma','Lung and Bronchus','71.1','68.6','73.7','3063','3818600'
'2012','Ohio','Lung and Bronchus','69.8','68.4','71.2','9687','11548369'
'2012','Rhode Island','Lung and Bronchus','72.5','67.8','77.4','943','1054601'
'2012','Tennessee','Lung and Bronchus','76.2','74.2','78.3','5747','6451281'
'2012','South Carolina','Lung and Bronchus','69.4','67.2','71.6','3912','4717112'
'2012','West Virginia','Lung and Bronchus','80.3','76.8','84','2013','1856764'
'2012','Alabama','Lung and Bronchus','70.3','68.1','72.6','4030','4815564'
'2012','Arkansas','Lung and Bronchus','76.8','73.9','79.8','2727','2952109'
'2012','Delaware','Lung and Bronchus','69.4','64.5','74.6','772','915188'
'2012','Georgia','Lung and Bronchus','68.2','66.6','69.9','6664','9901496'
'2012','Indiana','Lung and Bronchus','73.3','71.3','75.3','5344','6537640'
'2012','Maine','Lung and Bronchus','75.7','71.7','79.9','1376','1327691'
'2012','Louisiana','Lung and Bronchus','71.1','68.7','73.5','3576','4600814'
'2012','Kentucky','Lung and Bronchus','94.4','91.7','97.1','4814','4386381'
'2012','Maryland','Lung and Bronchus','58.4','56.5','60.3','3717','5887072'
'2012','Minnesota','Lung and Bronchus','55.8','53.9','57.8','3338','5376550'
'2012','Montana','Lung and Bronchus','54.7','50.7','59','698','1003754'
'2012','New Jersey','Lung and Bronchus','57.7','56.2','59.2','5881','8845483'
'2012','Oregon','Lung and Bronchus','58.2','56','60.5','2700','3899118'
'2012','South Dakota','Lung and Bronchus','58','53.3','63.1','568','833496'
'2012','Texas','Lung and Bronchus','55.8','54.9','56.8','13314','26089620'
'2012','Idaho','Lung and Bronchus','52.9','49.4','56.5','901','1595441'
'2012','Kansas','Lung and Bronchus','58.1','55.4','60.8','1873','2885361'
'2012','Massachusetts','Lung and Bronchus','65.1','63.3','66.9','5037','6663158'
'2012','Michigan','Lung and Bronchus','67.1','65.6','68.6','7921','9896930'
'2012','Nevada','Lung and Bronchus','60','57.2','63','1743','2744566'
'2012','Nebraska','Lung and Bronchus','60.8','57.5','64.3','1267','1853323'
'2012','New Hampshire','Lung and Bronchus','66.3','62.2','70.5','1047','1323962'
'2012','New York','Lung and Bronchus','61.1','60','62.1','13721','19574549'
'2012','North Dakota','Lung and Bronchus','59.4','54.1','65','485','701116'
'2012','Pennsylvania','Lung and Bronchus','64.8','63.6','66.1','10563','12766827'
'2013','Utah','Lung and Bronchus','26.8','24.7','29','624','2897927'
'2013','Wyoming','Lung and Bronchus','39.4','34.7','44.7','261','582123'
'2013','New Mexico','Lung and Bronchus','40.9','38.3','43.5','992','2092792'
'2013','California','Lung and Bronchus','43.6','42.9','44.2','16881','38280824'
'2013','Colorado','Lung and Bronchus','43.4','41.6','45.3','2281','5270482'
'2013','Arizona','Lung and Bronchus','50.7','49.1','52.3','3992','6634999'
'2013','Idaho','Lung and Bronchus','48.9','45.6','52.3','853','1611530'
