Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
'2012','Kansas','Brain and Other Nervous System','6.9','6','7.9','211','2885361'
'2012','Iowa','Brain and Other Nervous System','7.9','7','9','270','3076097'
'2012','Indiana','Brain and Other Nervous System','6.9','6.3','7.6','470','6537640'
'2012','Idaho','Brain and Other Nervous System','7.4','6.1','8.8','123','1595441'
'2012','Wyoming','Brain and Other Nervous System','7','5','9.5','43','576270'
'2012','West Virginia','Brain and Other Nervous System','7','5.9','8.3','150','1856764'
'2012','Washington','Brain and Other Nervous System','7.4','6.7','8','543','6892876'
'2012','South Dakota','Brain and Other Nervous System','7.3','5.6','9.4','65','833496'
'2012','Pennsylvania','Brain and Other Nervous System','7.3','6.9','7.8','1057','12766827'
'2012','Oregon','Brain and Other Nervous System','7.7','6.9','8.6','335','3899118'
'2012','New Jersey','Brain and Other Nervous System','7.4','6.8','7.9','699','8845483'
'2012','New Hampshire','Brain and Other Nervous System','7','5.7','8.6','103','1323962'
'2012','Nebraska','Brain and Other Nervous System','7','5.9','8.3','136','1853323'
'2012','Montana','Brain and Other Nervous System','7.7','6.1','9.6','85','1003754'
'2012','Missouri','Brain and Other Nervous System','7','6.4','7.7','465','6024081'
'2012','Minnesota','Brain and Other Nervous System','7.7','7','8.5','442','5376550'
'2013','Hawaii','Brain and Other Nervous System','4.6','3.6','5.8','72','1408453'
'2013','New Mexico','Brain and Other Nervous System','4.7','3.8','5.7','108','2092792'
'2013','Alaska','Brain and Other Nervous System','4.5','3.2','6.4','37','737045'
'2013','Rhode Island','Brain and Other Nervous System','5.1','3.9','6.6','62','1055122'
'2013','Wyoming','Brain and Other Nervous System','5.1','3.5','7.3','32','582123'
'2013','Virginia','Brain and Other Nervous System','5.8','5.3','6.4','509','8253053'
'2013','North Carolina','Brain and Other Nervous System','6.7','6.2','7.2','717','9843599'
'2013','New York','Brain and Other Nervous System','6.6','6.2','7','1397','19628043'
'2013','New Hampshire','Brain and Other Nervous System','6.8','5.6','8.3','107','1326408'
'2013','South Dakota','Brain and Other Nervous System','6.9','5.3','8.9','65','842270'
'2013','South Carolina','Brain and Other Nervous System','6.4','5.7','7.1','337','4764153'
'2013','Alabama','Brain and Other Nervous System','6.7','6','7.5','355','4830460'
'2013','Texas','Brain and Other Nervous System','6.6','6.3','6.9','1710','26489464'
'2013','Tennessee','Brain and Other Nervous System','6.5','5.9','7.2','467','6493432'
'2013','Mississippi','Brain and Other Nervous System','6','5.2','6.9','187','2988797'
'2013','Louisiana','Brain and Other Nervous System','6.2','5.5','6.9','298','4624577'
'2013','Illinois','Brain and Other Nervous System','6.2','5.8','6.7','848','12898269'
'2013','Georgia','Brain and Other Nervous System','6.3','5.8','6.8','633','9973326'
'2013','Colorado','Brain and Other Nervous System','6','5.3','6.7','321','5270482'
'2013','California','Brain and Other Nervous System','6.2','6','6.5','2433','38280824'
'2013','Nevada','Brain and Other Nervous System','6.2','5.4','7.2','187','2776972'
'2013','Arizona','Brain and Other Nervous System','6.2','5.6','6.8','455','6634999'
'2013','Nebraska','Brain and Other Nervous System','6.8','5.7','8','137','1865414'
'2013','Missouri','Brain and Other Nervous System','6.5','5.9','7.1','429','6040658'
'2013','Minnesota','Brain and Other Nervous System','6.7','6.1','7.5','395','5413693'
'2013','Michigan','Brain and Other Nervous System','6.4','5.9','6.9','696','9913349'
'2013','Maryland','Brain and Other Nervous System','6.6','5.9','7.2','416','5923704'
'2013','Iowa','Brain and Other Nervous System','6.8','5.9','7.7','233','3093078'
'2013','Indiana','Brain and Other Nervous System','6.7','6.1','7.3','476','6568367'
'2013','Florida','Brain and Other Nervous System','6.7','6.4','7.1','1550','19563166'
'2013','Delaware','Brain and Other Nervous System','6.5','5','8.3','67','923638'
'2013','Montana','Brain and Other Nervous System','7.5','6','9.4','89','1013564'
'2013','Massachusetts','Brain and Other Nervous System','7.5','6.9','8.2','550','6713944'
'2013','Maine','Brain and Other Nervous System','7','5.7','8.5','115','1328196'
'2013','Kentucky','Brain and Other Nervous System','7.8','7','8.7','370','4404817'
'2013','Kansas','Brain and Other Nervous System','7','6','8','216','2893510'
'2013','Idaho','Brain and Other Nervous System','7','5.8','8.4','119','1611530'
'2013','District of Columbia','Brain and Other Nervous System','7.3','5.2','9.9','43','650431'
'2013','Connecticut','Brain and Other Nervous System','7.8','6.9','8.8','304','3594915'
'2013','Arkansas','Brain and Other Nervous System','7.1','6.2','8.1','235','2959549'
'2013','Oregon','Brain and Other Nervous System','8.1','7.2','9','353','3922908'
'2013','Oklahoma','Brain and Other Nervous System','6.9','6.1','7.7','285','3853205'
'2013','Ohio','Brain and Other Nervous System','7.5','7.1','8','982','11576576'
'2013','North Dakota','Brain and Other Nervous System','7.1','5.3','9.3','57','721999'
'2013','New Jersey','Brain and Other Nervous System','7.2','6.7','7.8','699','8858362'
'2013','Pennsylvania','Brain and Other Nervous System','7.5','7','7.9','1083','12776621'
'2013','Wisconsin','Brain and Other Nervous System','7.3','6.6','8','456','5736952'
'2013','West Virginia','Brain and Other Nervous System','7.2','6.1','8.5','150','1853873'
'2013','Washington','Brain and Other Nervous System','7.4','6.8','8','551','6962906'
'2013','Vermont','Brain and Other Nervous System','7.3','5.3','9.7','51','626212'
'2013','Utah','Brain and Other Nervous System','6.9','5.9','8','179','2897927'
'2014','Hawaii','Brain and Other Nervous System','3.7','2.8','4.8','59','1414862'
'2014','New Mexico','Brain and Other Nervous System','5.2','4.3','6.3','121','2090342'
'2014','District of Columbia','Brain and Other Nervous System','5.3','3.7','7.4','36','662513'
'2014','Connecticut','Brain and Other Nervous System','5.8','5.1','6.6','240','3594783'
'2014','Alabama','Brain and Other Nervous System','5.9','5.3','6.6','318','4842481'
'2014','Louisiana','Brain and Other Nervous System','5.6','4.9','6.3','279','4644204'
'2014','Kansas','Brain and Other Nervous System','5.8','5','6.7','182','2900896'
'2014','Arkansas','Brain and Other Nervous System','8','7','9.1','256','2967726'
'2014','Virginia','Brain and Other Nervous System','6.4','5.9','7','571','8312076'
'2014','South Carolina','Brain and Other Nervous System','6.5','5.9','7.3','357','4823793'
'2014','Oklahoma','Brain and Other Nervous System','6.8','6','7.6','285','3878367'
'2014','Mississippi','Brain and Other Nervous System','6.8','5.9','7.7','218','2990623'
'2014','Michigan','Brain and Other Nervous System','6.6','6.1','7.1','740','9930589'
'2014','Massachusetts','Brain and Other Nervous System','6.5','5.9','7.1','481','6763652'
'2014','Indiana','Brain and Other Nervous System','6.6','6','7.3','470','6593533'
'2014','Illinois','Brain and Other Nervous System','6.5','6','6.9','889','12888962'
'2014','Florida','Brain and Other Nervous System','6.4','6.1','6.8','1519','19860330'
'2014','Delaware','Brain and Other Nervous System','6.1','4.7','7.9','66','932596'
'2014','California','Brain and Other Nervous System','6.1','5.8','6.3','2424','38625139'
'2014','Alaska','Brain and Other Nervous System','6','4.2','8.3','41','736307'
'2014','Texas','Brain and Other Nervous System','6.3','6','6.6','1672','26977142'
'2014','Tennessee','Brain and Other Nervous System','6.4','5.8','7.1','455','6540826'
'2014','North Carolina','Brain and Other Nervous System','6.2','5.7','6.7','664','9933944'
'2014','Nevada','Brain and Other Nervous System','6','5.2','7','182','2819012'
'2014','Maryland','Brain and Other Nervous System','6.2','5.6','6.9','395','5958165'
'2014','Georgia','Brain and Other Nervous System','6.1','5.6','6.6','624','10069001'
'2014','Colorado','Brain and Other Nervous System','6.9','6.2','7.6','381','5351218'
'2014','Arizona','Brain and Other Nervous System','6.4','5.8','7','476','6733840'
'2014','Wyoming','Brain and Other Nervous System','7.2','5.3','9.7','47','582548'
'2014','Wisconsin','Brain and Other Nervous System','7.6','6.9','8.3','485','5751974'
'2014','West Virginia','Brain and Other Nervous System','7.6','6.4','8.9','160','1849467'
'2014','Washington','Brain and Other Nervous System','7.3','6.7','8','544','7052439'
'2014','Vermont','Brain and Other Nervous System','7.7','5.7','10.1','55','625218'
'2014','Utah','Brain and Other Nervous System','7.1','6.1','8.2','189','2937399'
'2014','South Dakota','Brain and Other Nervous System','7.3','5.6','9.3','70','849088'
'2014','Rhode Island','Brain and Other Nervous System','8','6.4','9.8','93','1056017'
'2014','Pennsylvania','Brain and Other Nervous System','7.1','6.6','7.5','1038','12789101'
'2014','Oregon','Brain and Other Nervous System','7.4','6.7','8.3','339','3964106'
'2014','Ohio','Brain and Other Nervous System','6.9','6.4','7.4','895','11602973'
'2014','North Dakota','Brain and Other Nervous System','6.9','5.1','9','54','737382'
'2014','New York','Brain and Other Nervous System','6.9','6.5','7.2','1476','19656330'
'2014','New Jersey','Brain and Other Nervous System','7.1','6.6','7.6','691','8866780'
'2014','New Hampshire','Brain and Other Nervous System','7.8','6.4','9.4','117','1333223'
'2014','Nebraska','Brain and Other Nervous System','7','5.9','8.3','144','1879522'
'2014','Montana','Brain and Other Nervous System','7.8','6.2','9.7','90','1021891'
'2014','Missouri','Brain and Other Nervous System','7.1','6.4','7.7','478','6056293'
'2014','Minnesota','Brain and Other Nervous System','7.5','6.8','8.3','438','5451522'
'2014','Maine','Brain and Other Nervous System','7.3','5.9','8.9','113','1330760'
'2014','Kentucky','Brain and Other Nervous System','7.3','6.6','8.2','356','4414483'
'2014','Iowa','Brain and Other Nervous System','7.4','6.5','8.4','258','3109504'
'2014','Idaho','Brain and Other Nervous System','7.3','6','8.7','125','1631479'
'2015','District of Columbia','Brain and Other Nervous System','3.2','2','4.9','23','675254'
'2015','Hawaii','Brain and Other Nervous System','4','3.1','5.2','64','1422484'
'2015','Vermont','Brain and Other Nervous System','4.9','3.4','6.7','40','625197'
'2015','New Mexico','Brain and Other Nervous System','5.6','4.7','6.7','134','2090211'
'2015','Mississippi','Brain and Other Nervous System','5.4','4.6','6.2','172','2988693'
'2015','Delaware','Brain and Other Nervous System','5.4','4.1','7','60','941413'
'2015','Virginia','Brain and Other Nervous System','5.6','5.2','6.2','512','8362907'
'2015','Maryland','Brain and Other Nervous System','5.8','5.2','6.4','374','5986717'
'2015','Arizona','Brain and Other Nervous System','5.9','5.4','6.5','445','6833596'
'2015','Wisconsin','Brain and Other Nervous System','6.7','6.1','7.4','441','5761406'
'2015','South Carolina','Brain and Other Nervous System','6.7','6','7.4','365','4892253'
'2015','Rhode Island','Brain and Other Nervous System','6.7','5.3','8.4','83','1056173'
'2015','Oklahoma','Brain and Other Nervous System','6.8','6','7.7','291','3909831'
'2015','North Carolina','Brain and Other Nervous System','6.6','6.2','7.1','732','10033079'
'2015','New York','Brain and Other Nervous System','6.6','6.3','7','1426','19661411'
'2015','New Jersey','Brain and Other Nervous System','6.6','6.1','7.1','655','8870869'
'2015','Nevada','Brain and Other Nervous System','6.6','5.7','7.6','210','2868666'
'2015','Missouri','Brain and Other Nervous System','6.8','6.2','7.5','453','6071745'
'2015','Michigan','Brain and Other Nervous System','6.5','6','7','732','9932573'
'2015','Massachusetts','Brain and Other Nervous System','6.8','6.2','7.4','519','6795891'
'2015','Iowa','Brain and Other Nervous System','6.8','6','7.8','242','3121460'
'2015','Illinois','Brain and Other Nervous System','6.5','6.1','6.9','904','12864342'
'2015','Florida','Brain and Other Nervous System','6.6','6.3','7','1602','20224249'
'2015','Arkansas','Brain and Other Nervous System','6.4','5.6','7.4','215','2978407'
'2015','Alabama','Brain and Other Nervous System','6.4','5.7','7.1','344','4853160'
'2015','Texas','Brain and Other Nervous System','6.2','5.9','6.5','1707','27486814'
'2015','Tennessee','Brain and Other Nervous System','6.2','5.7','6.8','458','6590808'
'2015','South Dakota','Brain and Other Nervous System','6.1','4.6','8','58','853933'
'2015','North Dakota','Brain and Other Nervous System','6','4.4','8','47','754022'
'2015','Louisiana','Brain and Other Nervous System','6.1','5.4','6.9','306','4664851'
'2015','Kansas','Brain and Other Nervous System','6','5.2','7','185','2909502'
'2015','Indiana','Brain and Other Nervous System','6.3','5.7','6.9','449','6608296'
'2015','Georgia','Brain and Other Nervous System','6.2','5.8','6.7','655','10181111'
'2015','California','Brain and Other Nervous System','6','5.8','6.3','2443','38953142'
'2015','Wyoming','Brain and Other Nervous System','7.4','5.3','10','46','585668'
'2015','West Virginia','Brain and Other Nervous System','7.4','6.2','8.7','163','1841996'
'2015','Washington','Brain and Other Nervous System','8','7.4','8.7','610','7163543'
'2015','Utah','Brain and Other Nervous System','7.2','6.2','8.3','194','2982497'
'2015','Pennsylvania','Brain and Other Nervous System','6.9','6.5','7.4','1036','12785759'
'2015','Oregon','Brain and Other Nervous System','7.2','6.4','8.1','318','4016918'
'2015','Ohio','Brain and Other Nervous System','7.1','6.7','7.6','918','11617850'
'2015','New Hampshire','Brain and Other Nervous System','7.2','5.8','8.7','111','1336294'
'2015','Nebraska','Brain and Other Nervous System','6.9','5.7','8.1','138','1891507'
'2015','Montana','Brain and Other Nervous System','7.8','6.3','9.6','98','1030503'
'2015','Minnesota','Brain and Other Nervous System','7.7','7','8.5','459','5482503'
'2015','Maine','Brain and Other Nervous System','7.9','6.5','9.5','129','1328484'
'2015','Kentucky','Brain and Other Nervous System','8','7.2','8.8','384','4425999'
'2015','Idaho','Brain and Other Nervous System','9.1','7.7','10.7','160','1651523'
'2015','Connecticut','Brain and Other Nervous System','7.3','6.5','8.2','306','3587509'
'2015','Colorado','Brain and Other Nervous System','6.9','6.2','7.6','388','5452107'
'2015','Alaska','Brain and Other Nervous System','7.2','5.2','9.6','52','737547'
'2016','Hawaii','Brain and Other Nervous System','4.1','3.2','5.2','70','1428105'
'2016','District of Columbia','Brain and Other Nervous System','4.8','3.3','6.9','32','686575'
'2016','New Mexico','Brain and Other Nervous System','5.5','4.6','6.6','129','2092789'
'2016','South Carolina','Brain and Other Nervous System','5.9','5.3','6.6','343','4958235'
'2016','Louisiana','Brain and Other Nervous System','5.9','5.2','6.6','294','4678215'
'2016','Colorado','Brain and Other Nervous System','5.9','5.3','6.6','348','5540921'
'2016','California','Brain and Other Nervous System','5.7','5.5','6','2380','39209127'
'2016','Arizona','Brain and Other Nervous System','5.9','5.4','6.5','464','6945452'
'2016','Arkansas','Brain and Other Nervous System','6.5','5.7','7.5','223','2990410'
'2016','Virginia','Brain and Other Nervous System','6.1','5.6','6.6','568','8410946'
'2016','Utah','Brain and Other Nervous System','6.1','5.2','7.1','177','3042613'
'2016','Rhode Island','Brain and Other Nervous System','6.3','5','7.9','85','1057063'
'2016','Oklahoma','Brain and Other Nervous System','6.1','5.4','6.9','270','3926769'
'2016','North Dakota','Brain and Other Nervous System','6','4.4','8.1','47','754353'
'2016','Mississippi','Brain and Other Nervous System','6.1','5.2','7','202','2988298'
'2016','Maryland','Brain and Other Nervous System','6.3','5.7','7','411','6004692'
'2016','Illinois','Brain and Other Nervous System','6.3','5.8','6.7','884','12826895'
'2016','Georgia','Brain and Other Nervous System','6.1','5.6','6.6','643','10304763'
'2016','Alabama','Brain and Other Nervous System','6.3','5.7','7','350','4864745'
'2016','Wyoming','Brain and Other Nervous System','6.6','4.7','9','42','584290'
'2016','Wisconsin','Brain and Other Nervous System','6.4','5.8','7.1','432','5772958'
'2016','Washington','Brain and Other Nervous System','6.7','6.1','7.3','531','7294680'
'2016','Vermont','Brain and Other Nervous System','6.7','4.8','9.1','45','623644'
'2016','Texas','Brain and Other Nervous System','6.4','6.1','6.7','1786','27937492'
'2016','Tennessee','Brain and Other Nervous System','6.5','5.9','7.1','476','6645011'
'2016','Oregon','Brain and Other Nervous System','6.9','6.2','7.8','323','4091404'
'2016','North Carolina','Brain and Other Nervous System','6.4','5.9','6.9','716','10156679'
'2016','New York','Brain and Other Nervous System','6.4','6.1','6.8','1416','19641589'
'2016','New Jersey','Brain and Other Nervous System','6.8','6.3','7.3','669','8874516'
'2016','Nevada','Brain and Other Nervous System','6.5','5.6','7.5','211','2919772'
'2016','Nebraska','Brain and Other Nervous System','6.8','5.7','8.1','139','1905924'
'2016','Missouri','Brain and Other Nervous System','6.6','6','7.2','458','6087203'
'2016','Michigan','Brain and Other Nervous System','6.7','6.2','7.2','754','9951890'
'2016','Kansas','Brain and Other Nervous System','6.9','6','7.9','216','2911263'
'2016','Iowa','Brain and Other Nervous System','6.7','5.9','7.7','246','3131785'
'2016','Idaho','Brain and Other Nervous System','6.7','5.5','8','121','1682930'
'2016','Florida','Brain and Other Nervous System','6.4','6.1','6.8','1603','20629982'
'2016','West Virginia','Brain and Other Nervous System','7.4','6.2','8.7','158','1830929'
'2016','South Dakota','Brain and Other Nervous System','7','5.3','8.9','66','862890'
'2016','Pennsylvania','Brain and Other Nervous System','7.3','6.8','7.7','1076','12783538'
'2016','Ohio','Brain and Other Nervous System','7.1','6.6','7.5','929','11635003'
'2016','New Hampshire','Brain and Other Nervous System','7.6','6.2','9.1','119','1342373'
'2016','Montana','Brain and Other Nervous System','7.4','5.8','9.2','90','1040863'
'2016','Minnesota','Brain and Other Nervous System','7','6.3','7.7','423','5523409'
'2016','Massachusetts','Brain and Other Nervous System','7.3','6.7','7.9','562','6826022'
'2016','Maine','Brain and Other Nervous System','8.6','7.1','10.3','140','1331370'
'2016','Kentucky','Brain and Other Nervous System','7.2','6.4','8','357','4438229'
'2016','Indiana','Brain and Other Nervous System','7','6.4','7.6','502','6633344'
'2016','Delaware','Brain and Other Nervous System','7.1','5.6','9','77','949216'
'2016','Connecticut','Brain and Other Nervous System','7','6.2','7.9','285','3578674'
'2016','Alaska','Brain and Other Nervous System','7.9','5.9','10.3','56','741504'
'2017','District of Columbia','Brain and Other Nervous System','4.3','2.8','6.2','29','695691'
'2017','Hawaii','Brain and Other Nervous System','4.6','3.5','5.8','72','1424203'
'2017','Arizona','Brain and Other Nervous System','5.5','5','6','447','7048876'
'2017','New Mexico','Brain and Other Nervous System','5.2','4.3','6.2','129','2093395'
'2017','California','Brain and Other Nervous System','5.8','5.6','6','2431','39399349'
'2017','Alaska','Brain and Other Nervous System','5.9','4.2','8','45','739786'
'2017','Alabama','Brain and Other Nervous System','5.9','5.3','6.6','335','4875120'
'2017','Texas','Brain and Other Nervous System','5.9','5.6','6.2','1679','28322717'
'2017','South Dakota','Brain and Other Nervous System','5.6','4.1','7.3','56','873286'
'2017','North Dakota','Brain and Other Nervous System','5.7','4.2','7.6','48','755176'
'2017','Mississippi','Brain and Other Nervous System','5.9','5.1','6.8','194','2989663'
'2017','Georgia','Brain and Other Nervous System','5.6','5.2','6.1','613','10413055'
'2017','Minnesota','Brain and Other Nervous System','6.8','6.1','7.5','416','5568155'
'2017','Idaho','Brain and Other Nervous System','6.8','5.6','8.1','127','1718904'
'2017','Delaware','Brain and Other Nervous System','6.5','5.1','8.3','73','957078'
'2017','Connecticut','Brain and Other Nervous System','6.6','5.8','7.5','277','3573880'
'2017','Arkansas','Brain and Other Nervous System','6.2','5.4','7.2','214','3002997'
'2017','Wisconsin','Brain and Other Nervous System','6.2','5.6','6.8','415','5792051'
'2017','Virginia','Brain and Other Nervous System','6.3','5.8','6.9','588','8465207'
'2017','Oklahoma','Brain and Other Nervous System','6.2','5.5','7','266','3932640'
'2017','North Carolina','Brain and Other Nervous System','6','5.5','6.5','677','10270800'
'2017','Montana','Brain and Other Nervous System','6.2','4.9','7.9','80','1053090'
'2017','Michigan','Brain and Other Nervous System','6.1','5.7','6.6','697','9976447'
'2017','Maryland','Brain and Other Nervous System','6','5.4','6.6','400','6024891'
'2017','Louisiana','Brain and Other Nervous System','6.2','5.5','6.9','313','4670818'
'2017','Kansas','Brain and Other Nervous System','6.1','5.3','7.1','196','2910689'
'2017','Indiana','Brain and Other Nervous System','6.1','5.5','6.7','444','6660082'
'2017','Illinois','Brain and Other Nervous System','6.2','5.7','6.6','869','12786196'
'2017','Florida','Brain and Other Nervous System','6','5.7','6.3','1543','20976812'
'2017','Wyoming','Brain and Other Nervous System','6.8','4.8','9.2','42','578934'
'2017','West Virginia','Brain and Other Nervous System','6.4','5.4','7.7','137','1817048'
'2017','Washington','Brain and Other Nervous System','6.9','6.3','7.5','556','7425432'
'2017','Tennessee','Brain and Other Nervous System','6.5','6','7.2','496','6708794'
'2017','South Carolina','Brain and Other Nervous System','6.5','5.9','7.2','384','5021219'
'2017','Oregon','Brain and Other Nervous System','6.9','6.1','7.7','323','4146592'
'2017','New York','Brain and Other Nervous System','6.8','6.4','7.2','1489','19590719'
'2017','New Jersey','Brain and Other Nervous System','6.6','6.1','7.1','660','8888543'
'2017','Nevada','Brain and Other Nervous System','6.5','5.7','7.5','216','2972405'
'2017','Vermont','Brain and Other Nervous System','9.5','7.3','12.2','70','624525'
'2017','Utah','Brain and Other Nervous System','7','6.1','8.1','201','3103118'
'2017','Rhode Island','Brain and Other Nervous System','7','5.5','8.7','81','1056486'
'2017','Pennsylvania','Brain and Other Nervous System','7.2','6.8','7.7','1089','12790447'
'2017','Ohio','Brain and Other Nervous System','7.1','6.6','7.5','940','11664129'
'2017','New Hampshire','Brain and Other Nervous System','7.8','6.4','9.4','127','1349767'
'2017','Nebraska','Brain and Other Nervous System','7.6','6.4','8.9','163','1917575'
'2017','Missouri','Brain and Other Nervous System','6.9','6.2','7.5','470','6108612'
'2017','Massachusetts','Brain and Other Nervous System','6.9','6.3','7.6','528','6863246'
'2017','Maine','Brain and Other Nervous System','8','6.6','9.6','129','1335063'
'2017','Kentucky','Brain and Other Nervous System','7.5','6.7','8.3','370','4453874'
'2017','Iowa','Brain and Other Nervous System','7.4','6.5','8.4','268','3143637'
'2017','Colorado','Brain and Other Nervous System','7','6.3','7.7','415','5615902'
