Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
'2005','Alabama','Brain and Other Nervous System','6.3','5.6','7','299','4565917'
'2005','Wyoming','Brain and Other Nervous System','6.2','4.3','8.8','33','514157'
'2005','Virginia','Brain and Other Nervous System','6.4','5.8','7','484','7577105'
'2005','Tennessee','Brain and Other Nervous System','6.4','5.8','7.1','400','5991057'
'2005','Nevada','Brain and Other Nervous System','6.1','5.1','7.2','149','2432143'
'2005','Illinois','Brain and Other Nervous System','6.4','6','6.9','811','12609903'
'2005','Arkansas','Brain and Other Nervous System','6.4','5.5','7.4','188','2781097'
'2005','Colorado','Brain and Other Nervous System','7.2','6.5','8.1','321','4631888'
'2005','Arizona','Brain and Other Nervous System','7','6.4','7.7','417','5839077'
'2005','Alaska','Brain and Other Nervous System','7.1','4.8','10','38','666946'
'2006','Hawaii','Brain and Other Nervous System','4.2','3.2','5.5','58','1309731'
'2006','North Dakota','Brain and Other Nervous System','4.6','3.1','6.6','32','649422'
'2006','Alaska','Brain and Other Nervous System','5','3.2','7.5','28','675302'
'2006','South Dakota','Brain and Other Nervous System','5.6','4.1','7.5','46','783033'
'2006','District of Columbia','Brain and Other Nervous System','5.9','4.1','8.3','35','570681'
'2006','California','Brain and Other Nervous System','6','5.8','6.3','2095','36021202'
'2006','Idaho','Brain and Other Nervous System','6.7','5.4','8.2','98','1468669'
'2006','Florida','Brain and Other Nervous System','6.8','6.5','7.2','1393','18166990'
'2006','Arkansas','Brain and Other Nervous System','6.8','5.9','7.8','204','2821761'
'2006','Wyoming','Brain and Other Nervous System','7.3','5.1','10.1','38','522667'
'2006','Wisconsin','Brain and Other Nervous System','8','7.3','8.8','465','5577655'
'2006','West Virginia','Brain and Other Nervous System','7.7','6.5','9','160','1827912'
'2006','Vermont','Brain and Other Nervous System','8.3','6.3','10.8','57','622892'
'2006','Utah','Brain and Other Nervous System','7.2','6.1','8.4','161','2525507'
'2006','South Carolina','Brain and Other Nervous System','7.2','6.4','8','324','4357847'
'2006','Rhode Island','Brain and Other Nervous System','7','5.5','8.7','81','1063096'
'2006','Pennsylvania','Brain and Other Nervous System','7.4','6.9','7.8','1016','12510809'
'2006','Oregon','Brain and Other Nervous System','7.8','7','8.8','304','3670883'
'2006','Oklahoma','Brain and Other Nervous System','7.7','6.8','8.6','282','3594090'
'2006','Ohio','Brain and Other Nervous System','7.5','7','8','897','11481213'
'2006','North Carolina','Brain and Other Nervous System','7.2','6.7','7.8','659','8917270'
'2006','New Jersey','Brain and Other Nervous System','7.3','6.8','7.9','664','8661679'
'2006','New Hampshire','Brain and Other Nervous System','7.4','6','9','99','1308389'
'2006','Nebraska','Brain and Other Nervous System','7.3','6.1','8.7','131','1772693'
'2006','Montana','Brain and Other Nervous System','7.4','5.8','9.3','75','952692'
'2006','Michigan','Brain and Other Nervous System','7','6.5','7.6','725','10036081'
'2006','Massachusetts','Brain and Other Nervous System','7.5','6.8','8.2','504','6410084'
'2006','Maine','Brain and Other Nervous System','8','6.6','9.7','118','1323619'
'2006','Iowa','Brain and Other Nervous System','7.1','6.2','8.1','233','2982644'
'2006','Indiana','Brain and Other Nervous System','7.5','6.9','8.2','487','6332669'
'2006','Illinois','Brain and Other Nervous System','7','6.6','7.5','892','12643955'
'2006','Delaware','Brain and Other Nervous System','7.5','5.8','9.5','66','859268'
'2006','Connecticut','Brain and Other Nervous System','7','6.2','7.9','264','3517460'
'2006','Colorado','Brain and Other Nervous System','6.9','6.1','7.7','312','4720423'
'2006','Arizona','Brain and Other Nervous System','7.1','6.4','7.8','438','6029141'
'2006','Virginia','Brain and Other Nervous System','6','5.5','6.6','468','7673725'
'2006','New Mexico','Brain and Other Nervous System','6','4.9','7.1','121','1962137'
'2006','Mississippi','Brain and Other Nervous System','6','5.1','6.9','175','2904978'
'2006','Louisiana','Brain and Other Nervous System','6.3','5.5','7.1','272','4302665'
'2006','Kansas','Brain and Other Nervous System','6.2','5.3','7.2','176','2762931'
'2006','Georgia','Brain and Other Nervous System','6.2','5.7','6.7','541','9155813'
'2006','Alabama','Brain and Other Nervous System','6.4','5.7','7.2','308','4628981'
'2006','Washington','Brain and Other Nervous System','6.8','6.1','7.4','436','6370753'
'2006','Texas','Brain and Other Nervous System','6.9','6.6','7.3','1511','23359580'
'2006','Tennessee','Brain and Other Nervous System','6.8','6.1','7.4','426','6088766'
'2006','New York','Brain and Other Nervous System','6.9','6.5','7.3','1367','19104631'
'2006','Nevada','Brain and Other Nervous System','6.7','5.7','7.8','166','2522658'
'2006','Missouri','Brain and Other Nervous System','6.7','6.1','7.4','415','5842704'
'2006','Minnesota','Brain and Other Nervous System','6.9','6.2','7.7','359','5163555'
'2006','Maryland','Brain and Other Nervous System','6.5','5.8','7.2','368','5627367'
'2006','Kentucky','Brain and Other Nervous System','6.9','6.1','7.7','301','4219239'
'2007','Hawaii','Brain and Other Nervous System','4.2','3.1','5.4','57','1315675'
'2007','Wyoming','Brain and Other Nervous System','5.1','3.3','7.4','28','534876'
'2007','New Mexico','Brain and Other Nervous System','5.5','4.5','6.6','113','1990070'
'2007','Montana','Brain and Other Nervous System','5.9','4.5','7.6','65','964706'
'2007','Louisiana','Brain and Other Nervous System','5.8','5.1','6.6','262','4375581'
'2007','Maine','Brain and Other Nervous System','6.8','5.5','8.2','106','1327040'
'2007','Illinois','Brain and Other Nervous System','6.5','6','6.9','833','12695866'
'2007','Georgia','Brain and Other Nervous System','6.5','6','7.1','577','9349988'
'2007','Florida','Brain and Other Nervous System','6.8','6.5','7.2','1420','18367842'
'2007','District of Columbia','Brain and Other Nervous System','6.8','4.8','9.3','40','574404'
'2007','Connecticut','Brain and Other Nervous System','6.8','6','7.7','255','3527270'
'2007','Colorado','Brain and Other Nervous System','6.7','5.9','7.5','311','4803868'
'2007','California','Brain and Other Nervous System','6.4','6.1','6.7','2242','36250311'
'2007','Arizona','Brain and Other Nervous System','6.8','6.2','7.5','426','6167681'
'2007','Alaska','Brain and Other Nervous System','6.4','4.5','8.9','41','680300'
'2007','Alabama','Brain and Other Nervous System','6.8','6.1','7.5','334','4672840'
'2007','Utah','Brain and Other Nervous System','6.7','5.6','7.8','156','2597746'
'2007','Texas','Brain and Other Nervous System','6.7','6.4','7.1','1520','23831983'
'2007','Tennessee','Brain and Other Nervous System','6.9','6.2','7.5','445','6175727'
'2007','Ohio','Brain and Other Nervous System','6.8','6.4','7.3','834','11500468'
'2007','North Carolina','Brain and Other Nervous System','6.6','6.1','7.1','609','9118037'
'2007','New York','Brain and Other Nervous System','6.6','6.3','7','1319','19132335'
'2007','Minnesota','Brain and Other Nervous System','6.1','5.5','6.8','326','5207203'
'2007','Virginia','Brain and Other Nervous System','6.2','5.6','6.7','479','7751000'
'2007','Rhode Island','Brain and Other Nervous System','6.3','4.9','8','70','1057315'
'2007','Nevada','Brain and Other Nervous System','6.2','5.3','7.2','162','2601072'
'2007','Missouri','Brain and Other Nervous System','7.4','6.7','8.1','459','5887612'
'2007','Mississippi','Brain and Other Nervous System','6.9','6','7.9','205','2928350'
'2007','Michigan','Brain and Other Nervous System','7.6','7.1','8.2','800','10001284'
'2007','Massachusetts','Brain and Other Nervous System','7.8','7.1','8.5','525','6431559'
'2007','Maryland','Brain and Other Nervous System','6.9','6.2','7.6','395','5653408'
'2007','Kentucky','Brain and Other Nervous System','8','7.2','8.9','357','4256672'
'2007','Kansas','Brain and Other Nervous System','7','6.1','8.1','202','2783785'
'2007','Iowa','Brain and Other Nervous System','7.8','6.9','8.8','254','2999212'
'2007','Indiana','Brain and Other Nervous System','7.5','6.8','8.2','488','6379599'
'2007','Idaho','Brain and Other Nervous System','8.1','6.7','9.7','121','1505105'
'2007','Delaware','Brain and Other Nervous System','7','5.4','9','63','871749'
'2007','Arkansas','Brain and Other Nervous System','7.4','6.4','8.4','223','2848650'
'2007','Wisconsin','Brain and Other Nervous System','8.1','7.4','8.9','477','5610775'
'2007','West Virginia','Brain and Other Nervous System','8.4','7.2','9.8','175','1834052'
'2007','Washington','Brain and Other Nervous System','7.1','6.4','7.8','465','6461587'
'2007','Vermont','Brain and Other Nervous System','8.8','6.7','11.5','59','623481'
'2007','South Dakota','Brain and Other Nervous System','8.1','6.2','10.3','67','791623'
'2007','South Carolina','Brain and Other Nervous System','7','6.3','7.8','324','4444110'
'2007','Pennsylvania','Brain and Other Nervous System','7.6','7.1','8','1060','12563937'
'2007','Oregon','Brain and Other Nervous System','7.8','6.9','8.7','309','3722417'
'2007','Oklahoma','Brain and Other Nervous System','7.6','6.8','8.6','291','3634349'
'2007','North Dakota','Brain and Other Nervous System','7','5.1','9.4','47','652822'
'2007','New Jersey','Brain and Other Nervous System','7.3','6.7','7.9','664','8677885'
'2007','New Hampshire','Brain and Other Nervous System','7.1','5.8','8.7','102','1312540'
'2007','Nebraska','Brain and Other Nervous System','7.5','6.3','8.9','137','1783440'
'2008','Hawaii','Brain and Other Nervous System','4.5','3.4','5.8','62','1332213'
'2008','North Dakota','Brain and Other Nervous System','5.6','4','7.7','42','657569'
'2008','Wyoming','Brain and Other Nervous System','5.4','3.6','7.7','31','546043'
'2008','New Mexico','Brain and Other Nervous System','6','5','7.2','125','2010662'
'2008','Nevada','Brain and Other Nervous System','5.9','5','6.9','160','2653630'
'2008','Louisiana','Brain and Other Nervous System','5.9','5.2','6.6','269','4435586'
'2008','Virginia','Brain and Other Nervous System','6.5','5.9','7.1','518','7833496'
'2008','Texas','Brain and Other Nervous System','6.8','6.5','7.2','1571','24309039'
'2008','South Carolina','Brain and Other Nervous System','6.4','5.7','7.1','307','4528996'
'2008','New York','Brain and Other Nervous System','6.8','6.4','7.2','1365','19212436'
'2008','Minnesota','Brain and Other Nervous System','6.6','6','7.4','357','5247018'
'2008','Maryland','Brain and Other Nervous System','6.6','6','7.3','386','5684965'
'2008','Georgia','Brain and Other Nervous System','6.6','6.1','7.2','593','9504843'
'2008','Florida','Brain and Other Nervous System','6.8','6.4','7.2','1414','18527305'
'2008','Idaho','Brain and Other Nervous System','7.9','6.5','9.5','121','1534320'
'2008','District of Columbia','Brain and Other Nervous System','7.7','5.5','10.6','40','580236'
'2008','Delaware','Brain and Other Nervous System','8.1','6.4','10.2','76','883874'
'2008','Connecticut','Brain and Other Nervous System','7.6','6.7','8.5','285','3545579'
'2008','Wisconsin','Brain and Other Nervous System','7.3','6.7','8.1','441','5640996'
'2008','West Virginia','Brain and Other Nervous System','7.3','6.2','8.6','155','1840310'
'2008','Washington','Brain and Other Nervous System','7.4','6.7','8.1','499','6562231'
'2008','California','Brain and Other Nervous System','6.2','6','6.5','2226','36604337'
'2008','Oklahoma','Brain and Other Nervous System','6.2','5.4','7','240','3668976'
'2008','North Carolina','Brain and Other Nervous System','6.2','5.7','6.7','601','9309449'
'2008','Mississippi','Brain and Other Nervous System','6.1','5.3','7.1','188','2947806'
'2008','Arkansas','Brain and Other Nervous System','6.7','5.8','7.7','206','2874554'
'2008','Colorado','Brain and Other Nervous System','7','6.2','7.8','340','4889730'
'2008','Arizona','Brain and Other Nervous System','7.1','6.5','7.8','458','6280362'
'2008','Alaska','Brain and Other Nervous System','7.4','5.3','10.2','46','687455'
'2008','Alabama','Brain and Other Nervous System','7.4','6.7','8.2','372','4718206'
'2008','Vermont','Brain and Other Nervous System','6.9','5.1','9.2','51','624151'
'2008','Utah','Brain and Other Nervous System','7.1','6.1','8.3','172','2663029'
'2008','Tennessee','Brain and Other Nervous System','7.4','6.7','8.1','485','6247411'
'2008','South Dakota','Brain and Other Nervous System','7.3','5.6','9.4','62','799124'
'2008','Rhode Island','Brain and Other Nervous System','7.1','5.6','8.8','80','1055003'
'2008','Pennsylvania','Brain and Other Nervous System','7.5','7','7.9','1045','12612285'
'2008','Oregon','Brain and Other Nervous System','8','7.1','8.9','317','3768748'
'2008','Ohio','Brain and Other Nervous System','7.7','7.2','8.3','956','11515391'
'2008','New Jersey','Brain and Other Nervous System','7.3','6.7','7.8','662','8711090'
'2008','New Hampshire','Brain and Other Nervous System','7.3','5.9','8.9','99','1315906'
'2008','Nebraska','Brain and Other Nervous System','7.5','6.3','8.8','138','1796378'
'2008','Montana','Brain and Other Nervous System','7.3','5.7','9.1','79','976415'
'2008','Missouri','Brain and Other Nervous System','6.9','6.2','7.6','435','5923916'
'2008','Michigan','Brain and Other Nervous System','7.6','7.1','8.2','802','9946889'
'2008','Massachusetts','Brain and Other Nervous System','7.4','6.8','8.1','519','6468967'
'2008','Maine','Brain and Other Nervous System','7.6','6.2','9.2','116','1330509'
'2008','Kentucky','Brain and Other Nervous System','7.2','6.5','8.1','327','4289878'
'2008','Kansas','Brain and Other Nervous System','7.5','6.5','8.6','215','2808076'
'2008','Iowa','Brain and Other Nervous System','7.5','6.6','8.5','248','3016734'
'2008','Indiana','Brain and Other Nervous System','7.7','7','8.4','514','6424806'
'2008','Illinois','Brain and Other Nervous System','6.9','6.4','7.4','896','12747038'
'2009','Hawaii','Brain and Other Nervous System','5','3.9','6.3','72','1346717'
'2009','Nevada','Brain and Other Nervous System','5.1','4.3','6','138','2684665'
'2009','Mississippi','Brain and Other Nervous System','5.4','4.6','6.3','166','2958774'
'2009','Rhode Island','Brain and Other Nervous System','5.1','3.9','6.6','60','1053646'
'2009','North Dakota','Brain and Other Nervous System','5.8','4.2','7.8','45','664968'
'2009','New Mexico','Brain and Other Nervous System','5.9','4.9','7.1','124','2036802'
'2009','Louisiana','Brain and Other Nervous System','5.9','5.2','6.7','269','4491648'
'2009','Kansas','Brain and Other Nervous System','5.9','5','6.8','172','2832704'
'2009','Oklahoma','Brain and Other Nervous System','7.2','6.4','8.1','281','3717572'
'2009','Ohio','Brain and Other Nervous System','7.5','7','8','936','11528896'
'2009','New Jersey','Brain and Other Nervous System','7.1','6.6','7.7','665','8755602'
'2009','New Hampshire','Brain and Other Nervous System','9.2','7.7','11','129','1316102'
'2009','Nebraska','Brain and Other Nervous System','7.3','6.1','8.6','137','1812683'
'2009','Missouri','Brain and Other Nervous System','7.2','6.6','7.9','466','5961088'
'2009','Maine','Brain and Other Nervous System','8.4','6.9','10.1','126','1329590'
'2009','Wyoming','Brain and Other Nervous System','8.8','6.5','11.6','50','559851'
'2009','Wisconsin','Brain and Other Nervous System','8.3','7.6','9','501','5669264'
'2009','West Virginia','Brain and Other Nervous System','7','5.8','8.2','148','1847775'
'2009','District of Columbia','Brain and Other Nervous System','6.2','4.3','8.6','36','592228'
'2009','South Dakota','Brain and Other Nervous System','6','4.5','7.9','52','807067'
'2009','South Carolina','Brain and Other Nervous System','6.1','5.4','6.8','297','4589872'
'2009','North Carolina','Brain and Other Nervous System','6.9','6.4','7.5','681','9449566'
'2009','New York','Brain and Other Nervous System','6.8','6.5','7.2','1395','19307066'
'2009','Montana','Brain and Other Nervous System','6.9','5.4','8.6','76','983982'
'2009','Minnesota','Brain and Other Nervous System','6.5','5.9','7.3','361','5281203'
'2009','Michigan','Brain and Other Nervous System','6.9','6.4','7.4','727','9901591'
'2009','Massachusetts','Brain and Other Nervous System','6.7','6.1','7.3','465','6517613'
'2009','Maryland','Brain and Other Nervous System','6.5','5.9','7.2','379','5730388'
'2009','Indiana','Brain and Other Nervous System','6.4','5.8','7.1','436','6459325'
'2009','Illinois','Brain and Other Nervous System','6.4','6','6.9','843','12796778'
'2009','Idaho','Brain and Other Nervous System','6.6','5.4','8.1','102','1554439'
'2009','Georgia','Brain and Other Nervous System','6.5','6','7','598','9620846'
'2009','California','Brain and Other Nervous System','6.4','6.1','6.6','2311','36961229'
'2009','Arkansas','Brain and Other Nervous System','6.7','5.8','7.7','206','2896843'
'2009','Utah','Brain and Other Nervous System','6.6','5.6','7.7','166','2723421'
'2009','Texas','Brain and Other Nervous System','6.7','6.4','7.1','1591','24801761'
'2009','Kentucky','Brain and Other Nervous System','8.2','7.3','9','373','4317074'
'2009','Iowa','Brain and Other Nervous System','7.7','6.7','8.7','253','3032870'
'2009','Florida','Brain and Other Nervous System','7.1','6.7','7.4','1512','18652644'
'2009','Delaware','Brain and Other Nervous System','7','5.4','9','68','891730'
'2009','Connecticut','Brain and Other Nervous System','7.2','6.4','8.1','286','3561807'
'2009','Colorado','Brain and Other Nervous System','7.5','6.7','8.3','364','4972195'
'2009','Arizona','Brain and Other Nervous System','7','6.4','7.7','466','6343154'
'2009','Alaska','Brain and Other Nervous System','9','6.7','12','55','698895'
'2009','Alabama','Brain and Other Nervous System','7.1','6.4','7.9','361','4757938'
'2009','Washington','Brain and Other Nervous System','7.5','6.9','8.2','526','6667426'
'2009','Virginia','Brain and Other Nervous System','7','6.5','7.6','570','7925937'
'2009','Vermont','Brain and Other Nervous System','9.2','7.1','11.9','66','624817'
'2009','Tennessee','Brain and Other Nervous System','7.6','7','8.3','505','6306019'
'2009','Pennsylvania','Brain and Other Nervous System','7.1','6.6','7.5','1008','12666858'
'2009','Oregon','Brain and Other Nervous System','7.7','6.8','8.6','313','3808600'
'2010','Hawaii','Brain and Other Nervous System','4.1','3.1','5.4','60','1363963'
'2010','North Dakota','Brain and Other Nervous System','5.6','4','7.7','41','674710'
'2010','New Mexico','Brain and Other Nervous System','5.2','4.3','6.3','116','2064588'
'2010','South Dakota','Brain and Other Nervous System','5.9','4.4','7.9','50','816165'
'2010','Nevada','Brain and Other Nervous System','5.9','5','6.9','164','2702464'
'2010','Louisiana','Brain and Other Nervous System','5.7','5.1','6.5','270','4544532'
'2010','Virginia','Brain and Other Nervous System','6.5','6','7.1','543','8023680'
'2010','Tennessee','Brain and Other Nervous System','6.6','6','7.2','447','6355301'
'2010','Rhode Island','Brain and Other Nervous System','6.5','5.1','8.2','78','1053938'
'2010','New York','Brain and Other Nervous System','6.6','6.2','6.9','1342','19400080'
'2010','Missouri','Brain and Other Nervous System','6.7','6.1','7.4','431','5995976'
'2010','Mississippi','Brain and Other Nervous System','6.7','5.8','7.7','205','2970536'
'2010','Minnesota','Brain and Other Nervous System','6.5','5.8','7.2','354','5310843'
'2010','Michigan','Brain and Other Nervous System','6.7','6.2','7.2','725','9877535'
'2010','Maryland','Brain and Other Nervous System','6.6','5.9','7.3','396','5788642'
'2010','Kansas','Brain and Other Nervous System','6.5','5.6','7.5','191','2858213'
'2010','Iowa','Brain and Other Nervous System','6.6','5.7','7.6','219','3050767'
'2010','Illinois','Brain and Other Nervous System','6.8','6.3','7.3','901','12840762'
'2010','Florida','Brain and Other Nervous System','6.8','6.5','7.2','1495','18845785'
'2010','Colorado','Brain and Other Nervous System','6.6','5.9','7.4','335','5048281'
'2010','West Virginia','Brain and Other Nervous System','6.5','5.5','7.8','138','1854214'
'2010','Wyoming','Brain and Other Nervous System','9.6','7.2','12.5','58','564483'
'2010','Wisconsin','Brain and Other Nervous System','7.3','6.6','8','455','5690479'
'2010','Washington','Brain and Other Nervous System','7.7','7','8.3','544','6742902'
'2010','Vermont','Brain and Other Nervous System','7.9','5.9','10.4','56','625880'
'2010','Utah','Brain and Other Nervous System','7.2','6.2','8.4','180','2775334'
'2010','South Carolina','Brain and Other Nervous System','6.9','6.2','7.7','345','4635656'
'2010','Pennsylvania','Brain and Other Nervous System','7.4','7','7.9','1051','12711158'
'2010','Oregon','Brain and Other Nervous System','7','6.2','7.9','295','3837532'
'2010','Ohio','Brain and Other Nervous System','6.9','6.4','7.4','867','11539327'
'2010','North Carolina','Brain and Other Nervous System','7.1','6.6','7.6','711','9574293'
'2010','New Jersey','Brain and Other Nervous System','7.4','6.9','8','695','8799624'
'2010','New Hampshire','Brain and Other Nervous System','8.3','6.8','10','117','1316777'
'2010','Nebraska','Brain and Other Nervous System','7.8','6.6','9.2','149','1829536'
'2010','Montana','Brain and Other Nervous System','8','6.3','9.9','87','990722'
'2010','Massachusetts','Brain and Other Nervous System','6.9','6.3','7.6','489','6566431'
'2010','Maine','Brain and Other Nervous System','7.8','6.4','9.4','121','1327632'
'2010','Kentucky','Brain and Other Nervous System','7.6','6.8','8.4','349','4348200'
'2010','Indiana','Brain and Other Nervous System','7.4','6.8','8.1','501','6490436'
'2010','District of Columbia','Brain and Other Nervous System','7.1','5','9.7','40','605085'
'2010','Connecticut','Brain and Other Nervous System','7.2','6.3','8.1','277','3579125'
'2010','California','Brain and Other Nervous System','6.2','6','6.5','2316','37320903'
'2010','Texas','Brain and Other Nervous System','6.3','6','6.7','1544','25242679'
'2010','Oklahoma','Brain and Other Nervous System','6.4','5.7','7.3','258','3759632'
'2010','Idaho','Brain and Other Nervous System','6.4','5.2','7.8','102','1570773'
'2010','Georgia','Brain and Other Nervous System','6.2','5.7','6.7','587','9711810'
'2010','Delaware','Brain and Other Nervous System','6.2','4.7','8.1','59','899595'
'2010','Arkansas','Brain and Other Nervous System','6.7','5.8','7.7','213','2921978'
'2010','Arizona','Brain and Other Nervous System','6.9','6.3','7.6','467','6407774'
'2010','Alabama','Brain and Other Nervous System','6.4','5.7','7.2','331','4785448'
'2010','Alaska','Brain and Other Nervous System','10.7','8.2','13.6','71','713906'
'2011','Hawaii','Brain and Other Nervous System','3.2','2.3','4.2','47','1379252'
'2011','New Mexico','Brain and Other Nervous System','5','4.1','6','112','2080395'
'2011','North Dakota','Brain and Other Nervous System','5.5','3.9','7.5','41','685136'
'2011','Louisiana','Brain and Other Nervous System','5.6','4.9','6.3','261','4575184'
'2011','District of Columbia','Brain and Other Nervous System','5.7','3.9','8','33','619602'
'2011','California','Brain and Other Nervous System','6','5.7','6.2','2266','37641823'
'2011','Virginia','Brain and Other Nervous System','5.9','5.4','6.5','498','8100469'
'2011','Nevada','Brain and Other Nervous System','6','5.1','7','168','2712799'
'2011','Idaho','Brain and Other Nervous System','5.8','4.7','7.1','96','1583828'
'2011','Illinois','Brain and Other Nervous System','6.8','6.4','7.3','913','12867291'
'2011','Wisconsin','Brain and Other Nervous System','7.7','7','8.5','481','5704755'
'2011','Florida','Brain and Other Nervous System','6.7','6.4','7.1','1479','19093352'
'2011','Colorado','Brain and Other Nervous System','6.8','6.1','7.6','349','5121771'
'2011','Arizona','Brain and Other Nervous System','6.8','6.2','7.4','467','6473497'
'2011','Alaska','Brain and Other Nervous System','6.5','4.5','8.9','42','722038'
'2011','Texas','Brain and Other Nervous System','6.7','6.4','7','1661','25646227'
'2011','South Carolina','Brain and Other Nervous System','6.6','5.9','7.3','339','4671422'
'2011','Ohio','Brain and Other Nervous System','6.6','6.1','7','830','11543463'
'2011','New York','Brain and Other Nervous System','6.5','6.2','6.9','1351','19498514'
'2011','New Jersey','Brain and Other Nervous System','6.7','6.2','7.3','638','8827783'
'2011','Michigan','Brain and Other Nervous System','6.8','6.3','7.4','741','9881521'
'2011','Washington','Brain and Other Nervous System','7.4','6.8','8.1','533','6821655'
'2011','Vermont','Brain and Other Nervous System','8','6','10.5','58','626979'
'2011','Utah','Brain and Other Nervous System','8','6.9','9.2','203','2814216'
'2011','Tennessee','Brain and Other Nervous System','6.9','6.3','7.5','473','6397410'
'2011','South Dakota','Brain and Other Nervous System','9.3','7.4','11.6','84','823484'
'2011','Rhode Island','Brain and Other Nervous System','7','5.5','8.7','82','1053536'
'2011','Pennsylvania','Brain and Other Nervous System','7.2','6.7','7.7','1033','12744583'
'2011','Oregon','Brain and Other Nervous System','7.8','7','8.7','331','3871728'
'2011','North Carolina','Brain and Other Nervous System','6.9','6.4','7.4','701','9656754'
'2011','New Hampshire','Brain and Other Nervous System','8.3','6.8','10','118','1319815'
'2011','Nebraska','Brain and Other Nervous System','8.3','7','9.7','160','1840538'
'2011','Montana','Brain and Other Nervous System','8.1','6.4','10','89','997221'
'2011','Minnesota','Brain and Other Nervous System','7','6.3','7.8','393','5345668'
'2011','Massachusetts','Brain and Other Nervous System','7','6.4','7.6','494','6613149'
'2011','Maine','Brain and Other Nervous System','7.1','5.8','8.7','109','1328150'
'2011','Kentucky','Brain and Other Nervous System','7.8','7','8.6','365','4369488'
'2011','Kansas','Brain and Other Nervous System','8','7','9.1','245','2869035'
'2011','Iowa','Brain and Other Nervous System','7.9','7','9','267','3066054'
'2011','Indiana','Brain and Other Nervous System','7.1','6.5','7.8','493','6516045'
'2011','Wyoming','Brain and Other Nervous System','6.3','4.4','8.8','36','567224'
'2011','West Virginia','Brain and Other Nervous System','6.1','5.1','7.3','133','1856074'
'2011','Georgia','Brain and Other Nervous System','6.2','5.7','6.7','597','9801578'
'2011','Arkansas','Brain and Other Nervous System','6.4','5.5','7.3','206','2940407'
'2011','Alabama','Brain and Other Nervous System','6.3','5.6','7','330','4798834'
'2011','Oklahoma','Brain and Other Nervous System','6.2','5.5','7.1','251','3787821'
'2011','Missouri','Brain and Other Nervous System','6.3','5.7','7','420','6009641'
'2011','Mississippi','Brain and Other Nervous System','6.4','5.5','7.4','200','2978470'
'2011','Maryland','Brain and Other Nervous System','6.4','5.8','7.1','391','5838991'
'2011','Delaware','Brain and Other Nervous System','7.1','5.5','9.1','68','907316'
'2011','Connecticut','Brain and Other Nervous System','7.1','6.3','8.1','284','3588023'
'2012','Hawaii','Brain and Other Nervous System','4.3','3.3','5.5','70','1394905'
'2012','New Mexico','Brain and Other Nervous System','5.8','4.8','6.9','131','2087549'
'2012','Nevada','Brain and Other Nervous System','5.8','4.9','6.7','166','2744566'
'2012','Georgia','Brain and Other Nervous System','6.6','6.1','7.1','643','9901496'
'2012','Florida','Brain and Other Nervous System','6.4','6.1','6.8','1467','19326230'
'2012','District of Columbia','Brain and Other Nervous System','6.5','4.6','8.9','41','634725'
'2012','Delaware','Brain and Other Nervous System','6.4','5','8.2','68','915188'
'2012','Connecticut','Brain and Other Nervous System','6.6','5.8','7.5','260','3594395'
'2012','Colorado','Brain and Other Nervous System','6.5','5.8','7.2','343','5193721'
'2012','Arkansas','Brain and Other Nervous System','6.8','5.9','7.8','223','2952109'
'2012','Arizona','Brain and Other Nervous System','6.7','6.1','7.3','471','6556629'
'2012','Alaska','Brain and Other Nervous System','6.7','4.7','9.3','43','730399'
'2012','Louisiana','Brain and Other Nervous System','6.7','6','7.5','325','4600814'
'2012','Wisconsin','Brain and Other Nervous System','6.8','6.1','7.4','426','5719855'
'2012','Virginia','Brain and Other Nervous System','6.6','6.1','7.2','566','8185229'
'2012','Utah','Brain and Other Nervous System','6.5','5.6','7.6','165','2853467'
'2012','Texas','Brain and Other Nervous System','6.4','6.1','6.7','1621','26089620'
'2012','Tennessee','Brain and Other Nervous System','6.5','5.9','7.2','459','6451281'
'2012','Oklahoma','Brain and Other Nervous System','6.8','6','7.6','275','3818600'
'2012','Ohio','Brain and Other Nervous System','6.7','6.3','7.2','855','11548369'
'2012','North Dakota','Brain and Other Nervous System','6.7','5','8.8','53','701116'
'2012','North Carolina','Brain and Other Nervous System','6.5','6.1','7.1','685','9749123'
'2012','New York','Brain and Other Nervous System','6.6','6.3','7','1398','19574549'
'2012','Mississippi','Brain and Other Nervous System','6.6','5.7','7.5','211','2983767'
'2012','Michigan','Brain and Other Nervous System','6.8','6.3','7.3','738','9896930'
'2012','Maryland','Brain and Other Nervous System','6.7','6.1','7.4','416','5887072'
'2012','California','Brain and Other Nervous System','6','5.8','6.3','2321','37960782'
'2012','Illinois','Brain and Other Nervous System','6.1','5.7','6.5','838','12884119'
'2012','Vermont','Brain and Other Nervous System','6','4.3','8.2','45','626063'
'2012','South Carolina','Brain and Other Nervous System','6.1','5.5','6.9','324','4717112'
'2012','Rhode Island','Brain and Other Nervous System','6.4','4.9','8.1','72','1054601'
'2012','Massachusetts','Brain and Other Nervous System','6.4','5.8','7','473','6663158'
'2012','Alabama','Brain and Other Nervous System','7.4','6.7','8.2','393','4815564'
'2012','Maine','Brain and Other Nervous System','7.7','6.4','9.3','122','1327691'
'2012','Kentucky','Brain and Other Nervous System','7.4','6.7','8.3','352','4386381'
